row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,13.563.530.667.855,12.251.224.637.229,100.0,,13563530667855.0,12251224637229.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1,746.853.302.518,2.199.766.875.022,110.0,,746853302518.0,2199766875022.0
1. Tiền,1. Tiền,1. Tiền,111,,353.392.278.094,2.189.898.549.782,111.0,,353392278094.0,2189898549782.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,393.461.024.424,9.868.325.240,112.0,,393461024424.0,9868325240.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,856.900.000.000,127.910.000.000,120.0,,856900000000.0,127910000000.0
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,V.2,856.900.000.000,127.910.000.000,123.0,,856900000000.0,127910000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,5.694.657.217.812,4.489.748.205.455,130.0,,5694657217812.0,4489748205455.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.3,1.033.275.651.326,819.716.346.027,131.0,,1033275651326.0,819716346027.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.4,10.370.632.925,209.629.776.981,132.0,,10370632925.0,209629776981.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.5,168.681.599.516,292.850.000.000,135.0,,168681599516.0,292850000000.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.6,4.482.460.803.601,3.182.394.039.351,136.0,,4482460803601.0,3182394039351.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(131.469.556),(14.841.956.904),137.0,,-131469556.0,-14841956904.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,V.8,6.072.894.379.906,5.236.751.441.631,140.0,,6072894379906.0,5236751441631.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,6.072.894.379.906,5.236.751.441.631,141.0,,6072894379906.0,5236751441631.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,192.225.767.619,197.048.115.121,150.0,,192225767619.0,197048115121.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.9,166.961.832.844,166.691.629.099,151.0,,166961832844.0,166691629099.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,565.608.729,13.143.585.479,152.0,,565608729.0,13143585479.0
3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,153,V.15,24.698.326.046,17.212.900.543,153.0,,24698326046.0,17212900543.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,3.784.855.168.820,3.873.274.056.330,200.0,,3784855168820.0,3873274056330.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,335.199.999.999,1.381.153.760.509,210.0,,335199999999.0,1381153760509.0
1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,215,V.5,255.200.000.000,-,215.0,,255200000000.0,
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,V.6,79.999.999.999,1.381.153.760.509,216.0,,79999999999.0,1381153760509.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,141.779.330.751,148.900.181.999,220.0,,141779330751.0,148900181999.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.10,137.213.324.680,145.247.186.170,221.0,,137213324680.0,145247186170.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,188.039.504.467,188.964.845.274,222.0,,188039504467.0,188964845274.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(50.826.179.787),(43.717.659.104),223.0,,-50826179787.0,-43717659104.0
