row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Cost of real estate,Cost of real estate,Cost of real estate,"370,141,556,178","371,194,486,651",,
Cost of Construction,Cost of Construction,Cost of Construction,"250,093,223,388",-,,
Cost of services rendered,Cost of services rendered,Cost of services rendered,"4,893,426,187","4,775,387,222",,
Labor cost,Labor cost,Labor cost,"57,486,052,928","56,099,530,402",,
Depreciation expenses,Depreciation expenses,Depreciation expenses,"13,189,227,216","10,983,822,051",,
Expenses for external services,Expenses for external services,Expenses for external services,"52,473,136,754","25,896,331,696",,
Other expenses,Other expenses,Other expenses,"19,629,077,819","23,091,958,411",,
Total,Total,Total,"767,905,700,470","492,041,516,433",,
