row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Paid additional according to inspection conclusion,Paid additional according to inspection conclusion,Paid additional according to inspection conclusion,"13,134,792,363",-,,
Liquidation of fixed assets,Liquidation of fixed assets,Liquidation of fixed assets,"507,982,483",-,,
Breach of contract,Breach of contract,Breach of contract,-,"46,310,377,665",,
Other Penalties expenses,Other Penalties expenses,Other Penalties expenses,"6,556,158,184","263,162,150",,
Others,Others,Others,"3,596,367,834","8,131,974,342",,
Total,Total,Total,"23,795,300,864","54,705,514,157",,
