row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Cash on hand,Cash on hand,Cash on hand,"1,724,608,651","673,673,611",,
Cash in bank,Cash in bank,Cash in bank,"351,667,669,443","2,189,224,876,171",,
Cash equivalents (i),Cash equivalents (i),Cash equivalents (i),"393,461,024,424","9,868,325,240",,
- Ho Chi Minh City Development Joint Stock Commercial Bank - Vung Tau Branch,- Ho Chi Minh City Development Joint Stock Commercial Bank - Vung Tau Branch,- Ho Chi Minh City Development Joint Stock Commercial Bank - Vung Tau Branch,"225,798,212,888","5,633,124,585",,
- Joint Stock Commercial Bank for Investment and Development of Vietnam,- Joint Stock Commercial Bank for Investment and Development of Vietnam,- Joint Stock Commercial Bank for Investment and Development of Vietnam,"153,328,477,985","3,235,200,655",,
- Orient Commercial Joint Stock Bank - Vung Tau Branch,- Orient Commercial Joint Stock Bank - Vung Tau Branch,- Orient Commercial Joint Stock Bank - Vung Tau Branch,"14,334,333,551",-,,
- Vietnam Joint Stock Commercial Bank for Industry and Trade - Binh Xuyen Branch,- Vietnam Joint Stock Commercial Bank for Industry and Trade - Binh Xuyen Branch,- Vietnam Joint Stock Commercial Bank for Industry and Trade - Binh Xuyen Branch,-,"1,000,000,000",,
Total,Total,Total,"746,853,302,518","2,199,766,875,022",,
