row_label_raw,row_label_full,Related parties,Transaction content,Current year VND,Previous year VND,numeric__Transaction content,numeric__Current year VND,numeric__Previous year VND
Revenue,Revenue,Revenue,,"572,714,708,548","16,008,719,003",,,
Southern Development Investment Joint Stock Company,Southern Development Investment Joint Stock Company,Southern Development Investment Joint Stock Company,Construction activities,"413,419,930,774",-,,,
DIC Hospitality Joint Stock Company,DIC Hospitality Joint Stock Company,DIC Hospitality Joint Stock Company,Real estate,"149,989,430,626",-,,,
DIC Hospitality Joint Stock Company,DIC Hospitality Joint Stock Company,DIC Hospitality Joint Stock Company,Rendering of services,"6,654,960,006","13,253,818,644",,,
Vina Dai Phuoc Corporation,Vina Dai Phuoc Corporation,Vina Dai Phuoc Corporation,Rendering of services,"2,483,685,900","2,477,108,200",,,
Development Investment Construction Number 1 JSC,Development Investment Construction Number 1 JSC,Development Investment Construction Number 1 JSC,Rendering of services,"81,306,323","226,658,874",,,
D.I.C Real Estate Joint Stock Company,D.I.C Real Estate Joint Stock Company,D.I.C Real Estate Joint Stock Company,Rendering of services,"19,804,276","51,133,285",,,
DIC Vision Development Investment Joint Stock Company,DIC Vision Development Investment Joint Stock Company,DIC Vision Development Investment Joint Stock Company,Rendering of services,"35,590,643",-,,,
DIC Holdings Construction Joint Stock Company,DIC Holdings Construction Joint Stock Company,DIC Holdings Construction Joint Stock Company,Rendering of services,"30,000,000",-,,,
