row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Short-term - Related parties (Note VIII.2),Short-term - Related parties (Note VIII.2),Short-term - Related parties (Note VIII.2),"168,681,599,516","292,850,000,000",,
Long-term - Related parties (Note VIII.2),Long-term - Related parties (Note VIII.2),Long-term - Related parties (Note VIII.2),"255,200,000,000",-,,
Total,Total,Total,"423,881,599,516","292,850,000,000",,
