row_label_raw,row_label_full,Số dư đầu năm trước (i) > Lãi trong năm trước,Vốn góp của chủ sở hữu > 6.098.519.950.000,Thặng dư vốn cổ phần > 1.046.337.538.421,Quỹ đầu tư phát triển > 82.002.783.070,Lợi nhuận sau thuế chưa phân phối > 197.204.209.052 > 185.648.866.776,Đơn vị tính: VND Tổng cộng > 7.424.064.480.543 > 185.648.866.776,numeric__Vốn góp của chủ sở hữu > 6.098.519.950.000,numeric__Thặng dư vốn cổ phần > 1.046.337.538.421,numeric__Quỹ đầu tư phát triển > 82.002.783.070,numeric__Lợi nhuận sau thuế chưa phân phối > 197.204.209.052 > 185.648.866.776,numeric__Đơn vị tính: VND Tổng cộng > 7.424.064.480.543 > 185.648.866.776
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,,,,(6.534.984.387),(6.534.984.387),,,,-6534984387.0,-6534984387.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,6.098.519.950.000,1.046.337.538.421,82.002.783.070,376.318.091.441,7.603.178.362.932,6098519950000.0,1046337538421.0,82002783070.0,376318091441.0,7603178362932.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,,,,264.748.730.362,264.748.730.362,,,,264748730362.0,264748730362.0
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,,,,(9.282.443.339),(9.282.443.339),,,,-9282443339.0,-9282443339.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,6.098.519.950.000,1.046.337.538.421,82.002.783.070,631.784.378.464,7.858.644.649.955,6098519950000.0,1046337538421.0,82002783070.0,631784378464.0,7858644649955.0
