row_label_raw,row_label_full,col_0,Contributed capital,Share premium,Investment and development funds,Profit after tax retained,Unit: VND Total,numeric__Contributed capital,numeric__Share premium,numeric__Investment and development funds,numeric__Profit after tax retained,numeric__Unit: VND Total
Beginning balance of previous year (i),Beginning balance of previous year (i),Beginning balance of previous year (i),,,,,,,,,,
Profit of the previous year,Profit of the previous year,Profit of the previous year,"6,098,519,950,000","1,046,337,538,421","82,002,783,070","197,204,209,052","7,424,064,480,543",,,,,
Transfer to bonus and welfare fund,Transfer to bonus and welfare fund,Transfer to bonus and welfare fund,,,,"185,648,866,776","185,648,866,776",,,,,
Ending balance of previous year,Ending balance of previous year,Ending balance of previous year,,,,"(6,534,984,387)","(6,534,984,387)",,,,,
Profit of the current year,Profit of the current year,Profit of the current year,"6,098,519,950,000","1,046,337,538,421","82,002,783,070","376,318,091,441","7,603,178,362,932",,,,,
Transfer to bonus and welfare fund,Transfer to bonus and welfare fund,Transfer to bonus and welfare fund,,,,,,,,,,
Ending balance of current year,Ending balance of current year,Ending balance of current year,,,,"264,748,730,362","264,748,730,362",,,,,
,,,"6,098,519,950,000","1,046,337,538,421","82,002,783,070","(9,282,443,339)","(9,282,443,339)",,,,,
"(i) According to the private stock issuance plan implemented according to the Extraordinary General Meeting of Shareholders Resolution No. 02/2021/NQ/DHCD dated January 28, 2021: Private stock issuance plan to mobilize capital to raise capital, purpose of investment in North Vung Tau New Urban Area Project, Ward 12, Ba Ria - Vung Tau Province (Increase Contributed capital from 4,248,909,620,000 VND to 4,998,909,620,000 VND):","(i) According to the private stock issuance plan implemented according to the Extraordinary General Meeting of Shareholders Resolution No. 02/2021/NQ/DHCD dated January 28, 2021: Private stock issuance plan to mobilize capital to raise capital, purpose of investment in North Vung Tau New Urban Area Project, Ward 12, Ba Ria - Vung Tau Province (Increase Contributed capital from 4,248,909,620,000 VND to 4,998,909,620,000 VND):","(i) According to the private stock issuance plan implemented according to the Extraordinary General Meeting of Shareholders Resolution No. 02/2021/NQ/DHCD dated January 28, 2021: Private stock issuance plan to mobilize capital to raise capital, purpose of investment in North Vung Tau New Urban Area Project, Ward 12, Ba Ria - Vung Tau Province (Increase Contributed capital from 4,248,909,620,000 VND to 4,998,909,620,000 VND):","(i) According to the private stock issuance plan implemented according to the Extraordinary General Meeting of Shareholders Resolution No. 02/2021/NQ/DHCD dated January 28, 2021: Private stock issuance plan to mobilize capital to raise capital, purpose of investment in North Vung Tau New Urban Area Project, Ward 12, Ba Ria - Vung Tau Province (Increase Contributed capital from 4,248,909,620,000 VND to 4,998,909,620,000 VND):","(i) According to the private stock issuance plan implemented according to the Extraordinary General Meeting of Shareholders Resolution No. 02/2021/NQ/DHCD dated January 28, 2021: Private stock issuance plan to mobilize capital to raise capital, purpose of investment in North Vung Tau New Urban Area Project, Ward 12, Ba Ria - Vung Tau Province (Increase Contributed capital from 4,248,909,620,000 VND to 4,998,909,620,000 VND):","(i) According to the private stock issuance plan implemented according to the Extraordinary General Meeting of Shareholders Resolution No. 02/2021/NQ/DHCD dated January 28, 2021: Private stock issuance plan to mobilize capital to raise capital, purpose of investment in North Vung Tau New Urban Area Project, Ward 12, Ba Ria - Vung Tau Province (Increase Contributed capital from 4,248,909,620,000 VND to 4,998,909,620,000 VND):","(i) According to the private stock issuance plan implemented according to the Extraordinary General Meeting of Shareholders Resolution No. 02/2021/NQ/DHCD dated January 28, 2021: Private stock issuance plan to mobilize capital to raise capital, purpose of investment in North Vung Tau New Urban Area Project, Ward 12, Ba Ria - Vung Tau Province (Increase Contributed capital from 4,248,909,620,000 VND to 4,998,909,620,000 VND):","(i) According to the private stock issuance plan implemented according to the Extraordinary General Meeting of Shareholders Resolution No. 02/2021/NQ/DHCD dated January 28, 2021: Private stock issuance plan to mobilize capital to raise capital, purpose of investment in North Vung Tau New Urban Area Project, Ward 12, Ba Ria - Vung Tau Province (Increase Contributed capital from 4,248,909,620,000 VND to 4,998,909,620,000 VND):",,,,,
- Type of shares: Common shares.,- Type of shares: Common shares.,- Type of shares: Common shares.,- Type of shares: Common shares.,- Type of shares: Common shares.,- Type of shares: Common shares.,- Type of shares: Common shares.,- Type of shares: Common shares.,,,,,
"- Par value shares: 10,000 VND.","- Par value shares: 10,000 VND.","- Par value shares: 10,000 VND.","- Par value shares: 10,000 VND.","- Par value shares: 10,000 VND.","- Par value shares: 10,000 VND.","- Par value shares: 10,000 VND.","- Par value shares: 10,000 VND.",,,,,
"- Offer price: 20,000 VND (Offering shares to individual shareholders).","- Offer price: 20,000 VND (Offering shares to individual shareholders).","- Offer price: 20,000 VND (Offering shares to individual shareholders).","- Offer price: 20,000 VND (Offering shares to individual shareholders).","- Offer price: 20,000 VND (Offering shares to individual shareholders).","- Offer price: 20,000 VND (Offering shares to individual shareholders).","- Offer price: 20,000 VND (Offering shares to individual shareholders).","- Offer price: 20,000 VND (Offering shares to individual shareholders).",,,,,
"- Number of shares issued: 75,000,000 shares","- Number of shares issued: 75,000,000 shares","- Number of shares issued: 75,000,000 shares","- Number of shares issued: 75,000,000 shares","- Number of shares issued: 75,000,000 shares","- Number of shares issued: 75,000,000 shares","- Number of shares issued: 75,000,000 shares","- Number of shares issued: 75,000,000 shares",,,,,
"- Total amount of shares issued: 75,000,000 shares","- Total amount of shares issued: 75,000,000 shares","- Total amount of shares issued: 75,000,000 shares","- Total amount of shares issued: 75,000,000 shares","- Total amount of shares issued: 75,000,000 shares","- Total amount of shares issued: 75,000,000 shares","- Total amount of shares issued: 75,000,000 shares","- Total amount of shares issued: 75,000,000 shares",,,,,
