row_label_raw,row_label_full,col_0,Current yearVND,Previous yearVND,numeric__Current yearVND,numeric__Previous yearVND
Proceeds from borrowing following normal borrowing contracts,Proceeds from borrowing following normal borrowing contracts,Proceeds from borrowing following normal borrowing contracts,"602,353,842,815","1,088,650,213,800",,
Issuance of common bonds,Issuance of common bonds,Issuance of common bonds,"1,294,399,800,000","250,499,800,000",,
Total,Total,Total,"1,896,753,642,815","1,339,150,013,800",,
