row_label_raw,row_label_full,col_0,End of year,End of year_1,Beginning of year,Beginning of year_1,numeric__End of year,numeric__End of year_1,numeric__Beginning of year,numeric__Beginning of year_1
,,,Original cost VND,Provision VND,Original cost VND,Provision VND,,,,
Properties in progress (*),Properties in progress (*),Properties in progress (*),"5,989,794,837,077",-,"5,211,185,761,609",-,,,,
Finished real estate,Finished real estate,Finished real estate,"79,874,080,522",-,"22,111,867,715",-,,,,
Raw materials,Raw materials,Raw materials,"2,423,231,577",-,"2,423,231,577",-,,,,
Merchandise,Merchandise,Merchandise,"802,230,730",-,"1,030,580,730",-,,,,
Total,Total,Total,"6,072,894,379,906",-,"5,236,751,441,631",-,,,,
