row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
"Khách hàng Dự án Block B Pullman, Vũng Tàu","Khách hàng Dự án Block B Pullman, Vũng Tàu","Khách hàng Dự án Block B Pullman, Vũng Tàu",401.461.923.851,-,401461923851.0,
Khách hàng Dự án Khu đô thị mới Nam Vĩnh Yên (i),Khách hàng Dự án Khu đô thị mới Nam Vĩnh Yên (i),Khách hàng Dự án Khu đô thị mới Nam Vĩnh Yên (i),268.357.901.964,375.334.566.258,268357901964.0,375334566258.0
Khách hàng Dự án Chung cư Vũng Tàu Gateway,Khách hàng Dự án Chung cư Vũng Tàu Gateway,Khách hàng Dự án Chung cư Vũng Tàu Gateway,190.650.046.394,250.663.636.221,190650046394.0,250663636221.0
Khách hàng Dự án Khu căn hộ cao cấp DIC Phoenix,Khách hàng Dự án Khu căn hộ cao cấp DIC Phoenix,Khách hàng Dự án Khu căn hộ cao cấp DIC Phoenix,13.018.470.066,38.048.550.741,13018470066.0,38048550741.0
Khách hàng Dự án DIC Star Apartments Hotel Vũng Tàu-CSJ,Khách hàng Dự án DIC Star Apartments Hotel Vũng Tàu-CSJ,Khách hàng Dự án DIC Star Apartments Hotel Vũng Tàu-CSJ,17.052.263.635,18.505.648.408,17052263635.0,18505648408.0
Khách hàng Dự án Trung tâm Chí Linh - Vũng Tàu,Khách hàng Dự án Trung tâm Chí Linh - Vũng Tàu,Khách hàng Dự án Trung tâm Chí Linh - Vũng Tàu,22.850.980.041,22.850.980.041,22850980041.0,22850980041.0
Phải thu ngắn hạn của khách hàng khác (ii),Phải thu ngắn hạn của khách hàng khác (ii),Phải thu ngắn hạn của khách hàng khác (ii),119.884.065.375,114.312.964.358,119884065375.0,114312964358.0
Cộng,Cộng,Cộng,1.033.275.651.326,819.716.346.027,1033275651326.0,819716346027.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu Bên thứ ba (ii),Trong đó: > Phải thu Bên thứ ba (ii),Phải thu Bên thứ ba (ii),618.659.214.360,813.396.134.095,618659214360.0,813396134095.0
Phải thu Bên liên quan (Thuyết minh VIII.2),Trong đó: > Phải thu Bên liên quan (Thuyết minh VIII.2),Phải thu Bên liên quan (Thuyết minh VIII.2),414.616.436.966,6.320.211.932,414616436966.0,6320211932.0
