row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Short-term,Short-term,Short-term,"856,900,000,000","127,910,000,000",,
Term deposits (i),Term deposits (i),Term deposits (i),"856,900,000,000","127,910,000,000",,
- Ho Chi Minh City Development Joint Stock Commercial Bank - Vung Tau Branch,- Ho Chi Minh City Development Joint Stock Commercial Bank - Vung Tau Branch,- Ho Chi Minh City Development Joint Stock Commercial Bank - Vung Tau Branch,"720,000,000,000","100,000,000,000",,
- Joint Stock Commercial Bank for Investment and Development of Vietnam,- Joint Stock Commercial Bank for Investment and Development of Vietnam,- Joint Stock Commercial Bank for Investment and Development of Vietnam,"136,900,000,000","26,900,000,000",,
- Saigon Thuong Tin Commercial Joint Stock Bank - Vung Tau Branch,- Saigon Thuong Tin Commercial Joint Stock Bank - Vung Tau Branch,- Saigon Thuong Tin Commercial Joint Stock Bank - Vung Tau Branch,-,"1,010,000,000",,
Long-term,Long-term,Long-term,"30,000,000,000","34,000,000,000",,
Bonds (ii),Bonds (ii),Bonds (ii),"30,000,000,000","34,000,000,000",,
Total,Total,Total,"886,900,000,000","161,910,000,000",,
