row_label_raw,row_label_full,Item,Code,Current year,Previous year,numeric__Code,numeric__Current year,numeric__Previous year
Net cash flows within the period,Net cash flows within the period,Net cash flows within the period,50,"(1,452,913,810,057)","1,972,971,061,161",50.0,,
Cash and cash equivalents at the beginning of year,Cash and cash equivalents at the beginning of year,Cash and cash equivalents at the beginning of year,60,"2,199,766,875,022","226,795,681,595",60.0,,
Impact of exchange rate fluctuation,Impact of exchange rate fluctuation,Impact of exchange rate fluctuation,61,"237,553","132,266",61.0,237.553,132.266
Cash and cash equivalents at the end of year,Cash and cash equivalents at the end of year,Cash and cash equivalents at the end of year,70,"746,853,302,518","2,199,766,875,022",70.0,,
