row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.203.731.949.155,578.115.830.258,1.0,,1203731949155.0,578115830258.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VI.2,228.731.455.039,11.970.029.053,2.0,,228731455039.0,11970029053.0
3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,10,VI.3,975.000.494.116,566.145.801.205,10.0,,975000494116.0,566145801205.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.4,625.128.205.753,375.969.873.873,11.0,,625128205753.0,375969873873.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,349.872.288.363,190.175.927.332,20.0,,349872288363.0,190175927332.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.5,114.572.887.886,218.194.914.618,21.0,,114572887886.0,218194914618.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.6,(19.156.840.104),76.113.939.079,22.0,,-19156840104.0,76113939079.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,22.942.261.972,57.841.451.793,23.0,,22942261972.0,57841451793.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,VI.7,23.809.715.983,16.333.083.533,25.0,,23809715983.0,16333083533.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,VI.8,118.967.778.734,99.738.559.027,26.0,,118967778734.0,99738559027.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,340.824.521.636,216.185.260.311,30.0,,340824521636.0,216185260311.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,VI.9,18.239.036.281,71.661.951.864,31.0,,18239036281.0,71661951864.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,VI.10,23.795.300.864,54.705.514.157,32.0,,23795300864.0,54705514157.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,(5.556.264.583),16.956.437.707,40.0,,-5556264583.0,16956437707.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,335.268.257.053,233.141.698.018,50.0,,335268257053.0,233141698018.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.11,70.519.526.691,47.492.831.242,51.0,,70519526691.0,47492831242.0
16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,52.0,,,
17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,264.748.730.362,185.648.866.776,60.0,,264748730362.0,185648866776.0
