row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Repayments for borrowing following normal borrowing contracts,Repayments for borrowing following normal borrowing contracts,Repayments for borrowing following normal borrowing contracts,"(644,808,586,995)","(1,179,443,556,051)",,
Early redemption of common bonds,Early redemption of common bonds,Early redemption of common bonds,"(900,000,000,000)","(1,000,000,000,000)",,
Total,Total,Total,"(1,544,808,586,995)","(2,179,443,556,051)",,
