row_label_raw,row_label_full,Chỉ tiêu,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,335.268.257.053,233.141.698.018,1.0,335268257053.0,233141698018.0
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,
- Khấu hao tài sản cố định và bất động sản đầu tư,2. Điều chỉnh cho các khoản > - Khấu hao tài sản cố định và bất động sản đầu tư,- Khấu hao tài sản cố định và bất động sản đầu tư,02,13.189.227.216,10.983.822.051,2.0,13189227216.0,10983822051.0
- Các khoản dự phòng,2. Điều chỉnh cho các khoản > - Các khoản dự phòng,- Các khoản dự phòng,03,(56.818.056.624),(41.597.573.708),3.0,-56818056624.0,-41597573708.0
"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","2. Điều chỉnh cho các khoản > - Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,(237.553),(132.266),4.0,-237553.0,-132266.0
"- Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,(114.064.840.659),2.250.525.490,5.0,-114064840659.0,2250525490.0
- Chi phí lãi vay và phát hành trái phiếu,2. Điều chỉnh cho các khoản > - Chi phí lãi vay và phát hành trái phiếu,- Chi phí lãi vay và phát hành trái phiếu,06,22.942.261.972,77.268.826.876,6.0,22942261972.0,77268826876.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,200.516.611.405,282.047.166.461,8.0,200516611405.0,282047166461.0
"- Tăng, giảm các khoản phải thu","2. Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu",09,238.850.883.237,654.746.226.611,9.0,238850883237.0,654746226611.0
