row_label_raw,row_label_full,Num ber,Name,Registered office address,Principal activities,Ownership > End of year %,Ownership > Beginn ing of year %,Voting right > End of year %,Voting right > Beginn ing of year %,numeric__Name,numeric__Registered office address,numeric__Principal activities,numeric__Ownership > End of year %,numeric__Ownership > Beginn ing of year %,numeric__Voting right > End of year %,numeric__Voting right > Beginn ing of year %
1.,1.,1.,DIC Holdings Construction Joint Stock Company,"Ruby Tower Building - No. 12, 3/2 Street, Ward 8, Vung Tau City, Ba Ria - Vung Tau Province",Construction,35.89,35.89,35.89,35.89,,,,3589.0,3589.0,3589.0,3589.0
2.,2.,2.,D.I.C Real Estate Joint Stock Company,"No. 118 Gateway B, Nguyen An Ninh Ward, Vung Tau City, Ba Ria - Vung Tau Province",Real estate,42.68,42.68,42.68,42.68,,,,4268.0,4268.0,4268.0,4268.0
3.,3.,3.,Development Investment Construction - Concrete Joint Stock Company,"No. 169 Thuy Van street, Ward 8, Vung Tau City, Ba Ria - Vung Tau Province",Concrete production,36.00,36.00,36.00,36.00,,,,3600.0,3600.0,3600.0,3600.0
4.,4.,4.,Southern Development Investment Joint Stock Company,"No. 15 Thi Sach, Thang Tam Ward, Vung Tau City, Ba Ria - Vung Tau Province",Short-stay services,43.35,43.35,43.35,43.35,,,,4335.0,4335.0,4335.0,4335.0
