row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Revenue from sale of real estate,Revenue from sale of real estate,Revenue from sale of real estate,"774,309,723,143","557,215,357,825",,
Revenue from construction,Revenue from construction,Revenue from construction,"415,299,733,646",-,,
Revenue from investment real estate for rent,Revenue from investment real estate for rent,Revenue from investment real estate for rent,"3,374,235,992","3,374,235,992",,
Revenue from other rendering of services,Revenue from other rendering of services,Revenue from other rendering of services,"10,748,256,374","17,526,236,441",,
Total,Total,Total,"1,203,731,949,155","578,115,830,258",,
