row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Cost of real estate,Cost of real estate,Cost of real estate,"370,141,556,178","371,194,486,651",,
Cost of Construction,Cost of Construction,Cost of Construction,"250,093,223,388",-,,
Cost of investment real estate for rent,Cost of investment real estate for rent,Cost of investment real estate for rent,"2,889,116,652","2,889,116,652",,
Cost of other services rendered,Cost of other services rendered,Cost of other services rendered,"2,004,309,535","1,886,270,570",,
Total,Total,Total,"625,128,205,753","375,969,873,873",,
