row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Net revenue from sale of real estate,Net revenue from sale of real estate,Net revenue from sale of real estate,"545,578,268,104","545,245,328,772",,
Net revenue from construction,Net revenue from construction,Net revenue from construction,"415,299,733,646",-,,
Net revenue from investment real estate for rent,Net revenue from investment real estate for rent,Net revenue from investment real estate for rent,"3,374,235,992","3,374,235,992",,
Net revenue from other rendering of services,Net revenue from other rendering of services,Net revenue from other rendering of services,"10,748,256,374","17,526,236,441",,
Total,Total,Total,"975,000,494,116","566,145,801,205",,
In which:,In which:,In which:,In which:,In which:,,
Net revenue from related parties (Note VIII.2),Net revenue from related parties (Note VIII.2),Net revenue from related parties (Note VIII.2),"572,714,708,548","16,008,719,003",,
