row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,Chi phítrả trước khácVND,Tổng cộngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__Chi phítrả trước khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,360.378.589.603,313.579.764.224,39.540.953.187,713.499.307.014,360378589603.0,313579764224.0,39540953187.0,713499307014.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.994.417.330,199.992.199.544,39.730.320.823,241.716.937.697,1994417330.0,199992199544.0,39730320823.0,241716937697.0
Chuyển từ xây dựngcơ bản dở dang,Chuyển từ xây dựngcơ bản dở dang,Chuyển từ xây dựngcơ bản dở dang,142.395.901,9.084.018.979,126.064.480,9.352.479.360,142395901.0,9084018979.0,126064480.0,9352479360.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(13.915.101.782),(193.034.014.722),(33.117.926.232),(240.067.042.736),-13915101782.0,-193034014722.0,-33117926232.0,-240067042736.0
(Giám)/tăng khác,(Giám)/tăng khác,(Giám)/tăng khác,-,(302.871.398),1.071.506.569,768.635.171,,-302871398.0,1071506569.0,768635171.0
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,(119.169.394),(33.591.376),(9.454.361),(162.215.131),-119169394.0,-33591376.0,-9454361.0,-162215131.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,348.481.131.658,329.285.505.251,47.341.464.466,725.108.101.375,348481131658.0,329285505251.0,47341464466.0,725108101375.0
