row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2021 VND > 241.327.838.895 > 2.111.242.815.581,2020 VND > (548.374.364.468) > 2.665.194.638.452,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2021 VND > 241.327.838.895 > 2.111.242.815.581,numeric__2020 VND > (548.374.364.468) > 2.665.194.638.452
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,,(2.270.210.170),(1.530.516.223),61.0,,-2270210170.0,-1530516223.0
Chênh lệch do quy đổi tiền tệ,Chênh lệch do quy đổi tiền tệ,Chênh lệch do quy đổi tiền tệ,62,,(1.748.569.958),(4.046.942.180),62.0,,-1748569958.0,-4046942180.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61 + 62) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61 + 62) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61 + 62) \),70,V.1,2.348.551.874.348,2.111.242.815.581,70.0,,2348551874348.0,2111242815581.0
