row_label_raw,row_label_full,col_0,Trong nước (Khách hàng tại Việt Nam) > 2021 VND,Trong nước (Khách hàng tại Việt Nam) > 2020 VND,Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2021 VND,Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2020 VND,Tổng cộng > 2021 VND,Tổng cộng > 2020 VND,numeric__Trong nước (Khách hàng tại Việt Nam) > 2021 VND,numeric__Trong nước (Khách hàng tại Việt Nam) > 2020 VND,numeric__Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2021 VND,numeric__Nước ngoài (Khách hàng ở các nước khác Việt Nam) > 2020 VND,numeric__Tổng cộng > 2021 VND,numeric__Tổng cộng > 2020 VND
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,51.202.029.350.725,50.841.840.213.844,9.717.135.495.421,8.794.446.011.703,60.919.164.846.146,59.636.286.225.547,51202029350725.0,50841840213844.0,9717135495421.0,8794446011703.0,60919164846146.0,59636286225547.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(29.154.535.362.690),(27.342.508.032.054),(5.486.327.991.149),(4.625.154.805.785),(34.640.863.353.839),(31.967.662.837.839),-29154535362690.0,-27342508032054.0,-5486327991149.0,-4625154805785.0,-34640863353839.0,-31967662837839.0
Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,22.047.493.988.035,23.499.332.181.790,4.230.807.504.272,4.169.291.205.918,26.278.301.492.307,27.668.623.387.708,22047493988035.0,23499332181790.0,4230807504272.0,4169291205918.0,26278301492307.0,27668623387708.0
