row_label_raw,row_label_full,col_0,2021Số cổ phiếu,2020Số cổ phiếu,numeric__2021Số cổ phiếu,numeric__2020Số cổ phiếu
Số lượng cổ phiếu phổ thông đầu năm,Số lượng cổ phiếu phổ thông đầu năm,Số lượng cổ phiếu phổ thông đầu năm,2.089.645.346,1.741.377.694,2089645346.0,1741377694.0
Ảnh hưởng của cổ phiếu quỹ bán ra trong năm,Ảnh hưởng của cổ phiếu quỹ bán ra trong năm,Ảnh hưởng của cổ phiếu quỹ bán ra trong năm,285.461,-,285461.0,
Ảnh hưởng của cổ phiếu thường phát hành trong năm,Ảnh hưởng của cổ phiếu thường phát hành trong năm,Ảnh hưởng của cổ phiếu thường phát hành trong năm,-,348.273.880,,348273880.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,2.089.930.807,2.089.651.574,2089930807.0,2089651574.0
