row_label_raw,row_label_full,Công ty Cổ phần Sữa Việt Nam > Công ty TNHH Một Thành Viên Bò Sữa Việt Nam,31/12/2021VND > 185.208.805.297 > 38.998.571.441,1/1/2021VND > 172.902.613.971 > 321.520.100.900,numeric__31/12/2021VND > 185.208.805.297 > 38.998.571.441,numeric__1/1/2021VND > 172.902.613.971 > 321.520.100.900
"Lao-Jagro Development Xiengkhouang Co., Ltd.","Lao-Jagro Development Xiengkhouang Co., Ltd.","Lao-Jagro Development Xiengkhouang Co., Ltd.",385.541.144.205,194.824.183.791,385541144205.0,194824183791.0
Công ty Cổ phần Giống Bò sữa Mộc Châu,Công ty Cổ phần Giống Bò sữa Mộc Châu,Công ty Cổ phần Giống Bò sữa Mộc Châu,102.119.517.256,-,102119517256.0,
Các công ty khác,Các công ty khác,Các công ty khác,122.950.899.316,104.574.582.679,122950899316.0,104574582679.0
,,,834.818.937.515,793.821.481.341,834818937515.0,793821481341.0
