row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị ghi số VND,31/12/2021 > Dự phòng VND,1/1/2021 > Giá trị ghi số VND,1/1/2021 > Dự phòng VND,numeric__31/12/2021 > Giá trị ghi số VND,numeric__31/12/2021 > Dự phòng VND,numeric__1/1/2021 > Giá trị ghi số VND,numeric__1/1/2021 > Dự phòng VND
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,1.074.655.773.411,-,503.903.375.198,-,1074655773411.0,,503903375198.0,
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,4.226.624.123.827,(16.060.209.799),2.923.632.361.907,(12.307.783.410),4226624123827.0,-16060209799.0,2923632361907.0,-12307783410.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,65.185.806.961,(548.075.465),58.380.347.644,(34.115.719),65185806961.0,-548075465.0,58380347644.0,-34115719.0
Sản phẩm dở dang,Sản phẩm dở dang,Sản phẩm dở dang,257.787.043.440,(29.811.948.260),217.923.916.830,(14.845.850.302),257787043440.0,-29811948260.0,217923916830.0,-14845850302.0
Thành phẩm,Thành phẩm,Thành phẩm,1.124.201.739.313,(994.524.129),1.185.827.459.309,(20.463.190.100),1124201739313.0,-994524129.0,1185827459309.0,-20463190100.0
Hàng hóa,Hàng hóa,Hàng hóa,65.918.346.190,-,52.957.999.917,(129.134.864),65918346190.0,,52957999917.0,-129134864.0
Hàng gửi di bán,Hàng gửi di bán,Hàng gửi di bán,6.113.558.528,-,10.223.227.206,-,6113558528.0,,10223227206.0,
,,,6.820.486.391.670,(47.414.757.653),4.952.848.688.011,(47.780.074.395),6820486391670.0,-47414757653.0,4952848688011.0,-47780074395.0
