row_label_raw,row_label_full,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam > Ngân hàng TMCP Kỹ thương Việt Nam > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam > Ngân hàng TMCP Công thương Việt Nam > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam > Ngân hàng TNHH MTV Shinhan Việt Nam > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam > Các cá nhân khác,Loại tiền > VND,"Lãi suất năm > (*) > 9,0% > (*) > 7,5% > 4,2% > 4,7% - 6,0%",Năm đảo hạn > 2033 > 2039 > 2025 > 2039 > 2028 > 2026 > 2025 > 2027,Tài sản bảo đảm > Tài sản hình thành từ Dự án Thủy điện Sông Nhiệm 4 > Tài sản hình thành dự án Thủy điện Bảo Lạc A > Không có tài sản bảo đảm > Tài sản hình thành dự án Thủy điện Thương Hà > Tài sản hình thành từ Dự án Nhà máy Mạ kẽm Thái Nguyên > Cầu 800 tấn ZCC9800W > Xe ô tô Ford Everest > Không có tài sản bảo đảm,31/12/2024 VND > 132.000.000.000 > 128.513.687.186 > 100.929.000.713 > 62.355.142.561 > 48.965.207.755 > 40.500.000.000 > - > 100.000.000.000,1/1/2024 VND > 148.000.000.000 > - > 364.929.000.713 > - > 54.573.185.348 > 55.900.000.000 > 436.065.590 > 100.000.000.000 > 120.000.000.000,numeric__Loại tiền > VND,"numeric__Lãi suất năm > (*) > 9,0% > (*) > 7,5% > 4,2% > 4,7% - 6,0%",numeric__Năm đảo hạn > 2033 > 2039 > 2025 > 2039 > 2028 > 2026 > 2025 > 2027,numeric__Tài sản bảo đảm > Tài sản hình thành từ Dự án Thủy điện Sông Nhiệm 4 > Tài sản hình thành dự án Thủy điện Bảo Lạc A > Không có tài sản bảo đảm > Tài sản hình thành dự án Thủy điện Thương Hà > Tài sản hình thành từ Dự án Nhà máy Mạ kẽm Thái Nguyên > Cầu 800 tấn ZCC9800W > Xe ô tô Ford Everest > Không có tài sản bảo đảm,numeric__31/12/2024 VND > 132.000.000.000 > 128.513.687.186 > 100.929.000.713 > 62.355.142.561 > 48.965.207.755 > 40.500.000.000 > - > 100.000.000.000,numeric__1/1/2024 VND > 148.000.000.000 > - > 364.929.000.713 > - > 54.573.185.348 > 55.900.000.000 > 436.065.590 > 100.000.000.000 > 120.000.000.000
,,,,,,,7.488.722.401.619(846.765.124.148),7.461.804.212.519(744.512.949.711),,,,,,
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,7.488.722.401.619(846.765.124.148),7.461.804.212.519(744.512.949.711),,,,,,
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả trong vòng 12 tháng > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,6.641.957.277.471,6.717.291.262.808,,,,,6641957277471.0,6717291262808.0
