row_label_raw,row_label_full,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Số lượng cổ phiếu > 79.625,"Tỷ lệ sở hữu và quyền biểu quyết % > 0,00115%",31/12/2024 > Giá gốc VND > 821.770.000,31/12/2024 > Dự phòng VND > -,31/12/2024 > Giá trị hợp lý VND > 2.989.918.750,numeric__Số lượng cổ phiếu > 79.625,"numeric__Tỷ lệ sở hữu và quyền biểu quyết % > 0,00115%",numeric__31/12/2024 > Giá gốc VND > 821.770.000,numeric__31/12/2024 > Dự phòng VND > -,numeric__31/12/2024 > Giá trị hợp lý VND > 2.989.918.750
Công ty Cổ phần Bê tông Ly tâm Vinaincon,Công ty Cổ phần Bê tông Ly tâm Vinaincon,Công ty Cổ phần Bê tông Ly tâm Vinaincon,400.000,"10,00%",4.000.000.000,(4.000.000.000),(*),400000.0,0.1,4000000000.0,-4000000000.0,
,,,,,4.821.770.000,(4.000.000.000),,,,4821770000.0,-4000000000.0,
,,,Số lượng cổ phiếu,Tỷ lệ sở hữu và quyền biểu quyết %,1/1/2024,1/1/2024,1/1/2024,,,,,
,,,Số lượng cổ phiếu,Tỷ lệ sở hữu và quyền biểu quyết %,Giá gốc VND,Dự phòng VND,Giá trị hợp lý VND,,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,65.806,"0,00115%",821.770.000,-,2.534.386.400,65806.0,1.15e-05,821770000.0,,2534386400.0
Công ty Cổ phần Bê tông Ly tâm Vinaincon,Công ty Cổ phần Bê tông Ly tâm Vinaincon,Công ty Cổ phần Bê tông Ly tâm Vinaincon,400.000,"10,00%",4.000.000.000,(3.606.012.909),(*),400000.0,0.1,4000000000.0,-3606012909.0,
,,,,,4.821.770.000,(3.606.012.909),,,,4821770000.0,-3606012909.0,
