row_label_raw,row_label_full,col_0,Mã số,2023 > Theo báo cáo trước đây VND,2023 > Điều chỉnh lại VND,2023 > Đã điều chỉnh lại VND,numeric__Mã số,numeric__2023 > Theo báo cáo trước đây VND,numeric__2023 > Điều chỉnh lại VND,numeric__2023 > Đã điều chỉnh lại VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,7.775.239.783.868,(81.458.721.204),7.693.781.062.664,1.0,7775239783868.0,-81458721204.0,7693781062664.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,6.194.135.244.151,51.479.729.363,6.245.614.973.514,11.0,6194135244151.0,51479729363.0,6245614973514.0
Chi phí thuê TNDN hiện hành,Chi phí thuê TNDN hiện hành,Chi phí thuê TNDN hiện hành,52,90.396.362.846,(11.535.383.161),78.860.979.685,52.0,90396362846.0,-11535383161.0,78860979685.0
Lợi nhuận sau thuế TNDN phân bổ cho cổ đông phổ thông của Công ty,Lợi nhuận sau thuế TNDN phân bổ cho cổ đông phổ thông của Công ty,Lợi nhuận sau thuế TNDN phân bổ cho cổ đông phổ thông của Công ty,61,139.972.323.571,(103.805.236.721),36.167.086.850,61.0,139972323571.0,-103805236721.0,36167086850.0
Lợi nhuận sau thuế TNDN phân bổ cho cổ đông không kiểm soát,Lợi nhuận sau thuế TNDN phân bổ cho cổ đông không kiểm soát,Lợi nhuận sau thuế TNDN phân bổ cho cổ đông không kiểm soát,62,163.060.665.930,(17.597.830.685),145.462.835.245,62.0,163060665930.0,-17597830685.0,145462835245.0
