row_label_raw,row_label_full,col_0,2024,2023,2023Theo báo cáotrước đây,numeric__2024,numeric__2023,numeric__2023Theo báo cáotrước đây
,,,,Đã điều chỉnh lại,,,,
Lợi nhuận thuần trong năm (VND),Lợi nhuận thuần trong năm (VND),Lợi nhuận thuần trong năm (VND),467.582.890.486,36.167.086.850,139.972.323.571,467582890486.0,36167086850.0,139972323571.0
"Số phân bổ vào quỹ khen thưởng,phúc lợi ước tính (VND) (*)","Số phân bổ vào quỹ khen thưởng,phúc lợi ước tính (VND) (*)","Số phân bổ vào quỹ khen thưởng,phúc lợi ước tính (VND) (*)",(46.758.289.049),(17.125.651.021),(13.997.232.357),-46758289049.0,-17125651021.0,-13997232357.0
Lợi nhuận thuần thuộc về cổ đôngphổ thông (VND),Lợi nhuận thuần thuộc về cổ đôngphổ thông (VND),Lợi nhuận thuần thuộc về cổ đôngphổ thông (VND),420.824.601.437,19.041.435.829,125.975.091.214,420824601437.0,19041435829.0,125975091214.0
Số lượng bình quân gia quyền của cổphiếu phổ thông lưu hành trong năm(số cổ phiếu),Số lượng bình quân gia quyền của cổphiếu phổ thông lưu hành trong năm(số cổ phiếu),Số lượng bình quân gia quyền của cổphiếu phổ thông lưu hành trong năm(số cổ phiếu),357.642.121,357.642.121,310.995.558,357642121.0,357642121.0,310995558.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),1.177,53,405,1177.0,53.0,405.0
