row_label_raw,row_label_full,col_0,Dự phòng bảo hành sản phẩm hàng hóa VND,Dự phòng bảo hành công trình xây dựng VND,"Dự phòng cải tạo, phục hồi môi trường mỏ VND",Dự phòng trợ cấp thời việc VND,Tổng cộng VND,numeric__Dự phòng bảo hành sản phẩm hàng hóa VND,numeric__Dự phòng bảo hành công trình xây dựng VND,"numeric__Dự phòng cải tạo, phục hồi môi trường mỏ VND",numeric__Dự phòng trợ cấp thời việc VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,39.055.642.790,3.118.063.697,-,1.364.579.661,43.538.286.148,39055642790.0,3118063697.0,,1364579661.0,43538286148.0
Trích lập/(hoàn nhập) trong năm,Trích lập/(hoàn nhập) trong năm,Trích lập/(hoàn nhập) trong năm,17.504.492.596,(1.112.452.160),2.936.432.120,-,19.328.472.556,17504492596.0,-1112452160.0,2936432120.0,,19328472556.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(5.593.896.367),(79.156.000),-,(107.960.560),(5.781.012.927),-5593896367.0,-79156000.0,,-107960560.0,-5781012927.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,50.966.239.019,1.926.455.537,2.936.432.120,1.256.619.101,57.085.745.777,50966239019.0,1926455537.0,2936432120.0,1256619101.0,57085745777.0
Trong đó:,Trong đó:,Trong đó:,,,,,,,,,,
Dự phòng phải trả ngắn hạn,Trong đó: > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,11.957.159.622,-,-,-,11.957.159.622,11957159622.0,,,,11957159622.0
Dự phòng phải trả dài hạn,Trong đó: > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,39.009.079.397,1.926.455.537,2.936.432.120,1.256.619.101,45.128.586.155,39009079397.0,1926455537.0,2936432120.0,1256619101.0,45128586155.0
,,,50.966.239.019,1.926.455.537,2.936.432.120,1.256.619.101,57.085.745.777,50966239019.0,1926455537.0,2936432120.0,1256619101.0,57085745777.0
