row_label_raw,row_label_full,col_0,1/1/2024Giá trị ghi sổ và số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Giảm do thanh lý công ty con (Thuyết minh 4) VND,Biến động trong năm > Chênh lệch tỷ giá chưa thực hiện VND,31/12/2024Giá trị ghi sổ và số có khả năng trả nợ VND,numeric__1/1/2024Giá trị ghi sổ và số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Giảm do thanh lý công ty con (Thuyết minh 4) VND,numeric__Biến động trong năm > Chênh lệch tỷ giá chưa thực hiện VND,numeric__31/12/2024Giá trị ghi sổ và số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.092.378.794.844,6.595.491.481.483,(6.573.879.025.643),(10.472.403.176),-,2.103.518.847.508,2092378794844.0,6595491481483.0,-6573879025643.0,-10472403176.0,,2103518847508.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,744.512.949.711,844.049.332.193,(746.226.316.557),-,4.429.158.801,846.765.124.148,744512949711.0,844049332193.0,-746226316557.0,,4429158801.0,846765124148.0
Nợ gốc thuê tài chính đến hạn trả,Nợ gốc thuê tài chính đến hạn trả,Nợ gốc thuê tài chính đến hạn trả,1.586.588.808,815.148.650,(1.454.373.074),(947.364.384),-,-,1586588808.0,815148650.0,-1454373074.0,-947364384.0,,
,,,2.838.478.333.363,7.440.355.962.326,(7.321.559.715.274),(11.419.767.560),4.429.158.801,2.950.283.971.656,2838478333363.0,7440355962326.0,-7321559715274.0,-11419767560.0,4429158801.0,2950283971656.0
