row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2024 VND,1/1/2024 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__1/1/2024 VND Đã điều chỉnh lại
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,TÀI SẢN > Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,10,9.187.149.775,-,134.0,10.0,9187149775.0,
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,11,309.543.410.051,288.724.410.051,135.0,11.0,309543410051.0,288724410051.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,12(a),416.873.034.466,399.538.361.777,136.0,,416873034466.0,399538361777.0
Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,13,(95.060.131.849),(12.395.737.583),137.0,13.0,-95060131849.0,-12395737583.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,14,1.587.602.430.478,957.516.125.979,140.0,14.0,1587602430478.0,957516125979.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,1.587.734.464.304,958.222.146.097,141.0,,1587734464304.0,958222146097.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(132.033.826),(706.020.118),149.0,,-132033826.0,-706020118.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,92.287.997.168,91.974.281.600,150.0,,92287997168.0,91974281600.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,21(a),17.708.787.217,12.689.346.830,151.0,,17708787217.0,12689346830.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,70.925.701.528,77.977.525.733,152.0,,70925701528.0,77977525733.0
Thuế và các khoản phải thu Nhà nước,TÀI SẢN > Thuế và các khoản phải thu Nhà nước,Thuế và các khoản phải thu Nhà nước,153,26,1.173.507.815,1.307.409.037,153.0,26.0,1173507815.0,1307409037.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,15,2.480.000.608,-,155.0,15.0,2480000608.0,
Tài sản dài hạn \( (200 = 210 + 220 + 230 + 240 + 250 + 260) \),TÀI SẢN > Tài sản dài hạn \( (200 = 210 + 220 + 230 + 240 + 250 + 260) \),Tài sản dài hạn \( (200 = 210 + 220 + 230 + 240 + 250 + 260) \),200,,12.901.664.649.904,13.491.573.366.000,200.0,,12901664649904.0,13491573366000.0
Các khoản phải thu dài hạn,TÀI SẢN > Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,32.830.193.500,14.779.136.760,210.0,,32830193500.0,14779136760.0
Phải thu dài hạn khác,TÀI SẢN > Phải thu dài hạn khác,Phải thu dài hạn khác,216,12(b),32.830.193.500,14.779.136.760,216.0,,32830193500.0,14779136760.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,220,,10.146.675.462.841,10.880.286.863.661,220.0,,10146675462841.0,10880286863661.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,16,8.970.795.915.918,9.639.510.928.689,221.0,16.0,8970795915918.0,9639510928689.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,222,,12.617.358.387.910,12.548.275.257.128,222.0,,12617358387910.0,12548275257128.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(3.646.562.471.992),(2.908.764.328.439),223.0,,-3646562471992.0,-2908764328439.0
Tài sản cố định hữu hình thuê tài chính,TÀI SẢN > Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,,-,4.905.112.226,224.0,,,4905112226.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,225,,-,5.791.150.000,225.0,,,5791150000.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,-,(886.037.774),226.0,,,-886037774.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,227,17,1.175.879.546.923,1.235.870.822.746,227.0,17.0,1175879546923.0,1235870822746.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,228,,1.383.299.121.252,1.382.368.621.252,228.0,,1383299121252.0,1382368621252.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(207.419.574.329),(146.497.798.506),229.0,,-207419574329.0,-146497798506.0
