row_label_raw,row_label_full,col_0,Quyền khai thác khoáng sản VND,"Quyền khai thác, vận hành Khu Công nghiệp NHIZ VND",Quyền sử dụng đất VND,Phần mềm máy vi tính VND,Khác VND,Tổng cộng VND,numeric__Quyền khai thác khoáng sản VND,"numeric__Quyền khai thác, vận hành Khu Công nghiệp NHIZ VND",numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy vi tính VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,977.536.296.866,385.284.021.525,14.249.528.442,5.193.442.600,105.331.819,1.382.368.621.252,977536296866.0,385284021525.0,14249528442.0,5193442600.0,105331819.0,1382368621252.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,-,-,899.700.000,-,899.700.000,,,,899700000.0,,899700000.0
Chuyển từ xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,-,-,-,30.800.000,-,30.800.000,,,,30800000.0,,30800000.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,977.536.296.866,385.284.021.525,14.249.528.442,6.123.942.600,105.331.819,1.383.299.121.252,977536296866.0,385284021525.0,14249528442.0,6123942600.0,105331819.0,1383299121252.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,115.561.461.450,19.898.472.334,6.292.457.574,4.640.075.329,105.331.819,146.497.798.506,115561461450.0,19898472334.0,6292457574.0,4640075329.0,105331819.0,146497798506.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,42.758.707.921,17.418.614.786,269.749.116,474.704.000,-,60.921.775.823,42758707921.0,17418614786.0,269749116.0,474704000.0,,60921775823.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,158.320.169.371,37.317.087.120,6.562.206.690,5.114.779.329,105.331.819,207.419.574.329,158320169371.0,37317087120.0,6562206690.0,5114779329.0,105331819.0,207419574329.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,861.974.835.416,365.385.549.191,7.957.070.868,553.367.271,-,1.235.870.822.746,861974835416.0,365385549191.0,7957070868.0,553367271.0,,1235870822746.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,819.216.127.495,347.966.934.405,7.687.321.752,1.009.163.271,-,1.175.879.546.923,819216127495.0,347966934405.0,7687321752.0,1009163271.0,,1175879546923.0
