row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Đã điều chỉnh lại – Thuyết minh số 35),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Đã điều chỉnh lại – Thuyết minh số 35)
61,61,61,18. Lợi nhuận (lỗ) sau thuế của công ty mẹ,,10.736.621.410,(418.580.264.110),,,10736621410.0,-418580264110.0
62,62,62,19. Lỗ sau thuế của cổ đông không kiểm soát,,(8.392.325.925),(23.917.811.522),,,-8392325925.0,-23917811522.0
70,70,70,20. Lãi (lỗ) cơ bản trên cổ phiếu,24.4,73,(2.923),,244.0,73.0,-2923.0
71,71,71,21. Lãi (lỗ) suy giảm trên cổ phiếu,24.4,73,(2.923),,244.0,73.0,-2923.0
