row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Sam Holdings,Công ty Cổ phần Sam Holdings,Công ty Cổ phần Sam Holdings,Cổ đông lớn,Nhận ứng trước,50.000.000.000,-,,,50000000000.0,
Công ty Cổ phần Sam Holdings,Công ty Cổ phần Sam Holdings,Công ty Cổ phần Sam Holdings,Cổ đông lớn,Hoàn lại tiên ứng,50.000.000.000,-,,,50000000000.0,
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Cho vay,5.726.832.500,4.755.427.765,,,5726832500.0,4755427765.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Lãi cho vay,925.129.590,76.970.062,,,925129590.0,76970062.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Mua tài sản cố định,818.181.818,-,,,818181818.0,
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Cung cấp dịch vụ,114.781.818,-,,,114781818.0,
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Mua nguyên liệu,-,492.074.000,,,,492074000.0
Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Công ty liên kết,Trả hộ,-,114.512.000,,,,114512000.0
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Cho vay,3.060.000.000,4.186.711.072,,,3060000000.0,4186711072.0
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Lãi cho vay,2.315.511.286,1.870.791.331,,,2315511286.0,1870791331.0
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Cho thuê mặt bằng,180.000.000,163.636.368,,,180000000.0,163636368.0
Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty TNHH Trồng rừng Trường Thành OJI,Công ty liên doanh,Khác,68.340.207,7.800.000,,,68340207.0,7800000.0
Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty liên kết,Mua nguyên liệu,179.048.173,5.557.444.809,,,179048173.0,5557444809.0
Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty Cổ phần Bao bì Trường Thành,Công ty liên kết,Bán hàng hóa,-,523.518.816,,,,523518816.0
Công ty TNHH Địa ốc Hưng Lợi,Công ty TNHH Địa ốc Hưng Lợi,Công ty TNHH Địa ốc Hưng Lợi,Bên liên quan,Mua dịch vụ,1.379.203.851,-,,,1379203851.0,
Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty liên kết,Trả lãi,664.574.237,-,,,664574237.0,
Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty liên kết,Cho vay,100.000.000,-,,,100000000.0,
Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty liên kết,Trả nợ gốc,-,32.455.205.020,,,,32455205020.0
