row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__VND Số cuối năm
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế giá trị gia tăng,Phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,52.770.350.089,66.144.587.341,(92.533.198.583),26.381.738.847,52770350089.0,66144587341.0,-92533198583.0,26381738847.0
Thuế thu nhập doanh nghiệp,Phải thu > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,14.812.478,85.689.766,(85.657.197),14.845.047,14812478.0,85689766.0,-85657197.0,14845047.0
Khác,Phải thu > Khác,Khác,2.469.777.715,995.799.099,(74.488.780),3.391.088.034,2469777715.0,995799099.0,-74488780.0,3391088034.0
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,55.254.940.282,67.226.076.206,(92.693.344.560),29.787.671.928,55254940282.0,67226076206.0,-92693344560.0,29787671928.0
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế thu nhập doanh nghiệp,Phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,8.348.444.791,39.780.887,(42.765.467),8.345.460.211,8348444791.0,39780887.0,-42765467.0,8345460211.0
Thuế giá trị gia tăng,Phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,16.538.358.972,105.540.562.233,(111.810.724.392),10.268.196.813,16538358972.0,105540562233.0,-111810724392.0,10268196813.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.127.819.441,4.886.185.928,(4.876.381.851),4.137.623.518,4127819441.0,4886185928.0,-4876381851.0,4137623518.0
Khác,Phải nộp > Khác,Khác,947.738.323,718.585.738,(935.938.948),730.385.113,947738323.0,718585738.0,-935938948.0,730385113.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,29.962.361.527,111.185.114.786,(117.665.810.658),23.481.665.655,29962361527.0,111185114786.0,-117665810658.0,23481665655.0
