row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Đã điều chỉnh lại – Thuyết minh số 35),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Đã điều chỉnh lại – Thuyết minh số 35)
100,100,100,A. TÀI SẢN NGÂN HẠN,,3.336.938.345.500,2.710.894.816.095,,,3336938345500.0,2710894816095.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,63.970.140.506,111.535.899.520,,5.0,63970140506.0,111535899520.0
111,111,111,1. Tiền,,49.861.119.946,111.535.899.520,,,49861119946.0,111535899520.0
112,112,112,2. Các khoản tương đương tiền,,14.109.020.560,-,,,14109020560.0,
120,120,120,II. Đầu tư tài chính ngắn hạn,,89.864.100.172,752.831.791,,,89864100172.0,752831791.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,6,89.864.100.172,752.831.791,,6.0,89864100172.0,752831791.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.537.054.358.644,755.271.422.269,,,1537054358644.0,755271422269.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,797.378.485.686,790.877.710.666,,71.0,797378485686.0,790877710666.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,115.732.577.410,78.475.444.126,,72.0,115732577410.0,78475444126.0
134,134,134,3. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,8,646.080.325.874,-,,8.0,646080325874.0,
135,135,135,4. Phải thu về cho vay ngắn hạn,9,115.271.015.335,21.753.584.688,,9.0,115271015335.0,21753584688.0
136,136,136,5. Phải thu ngắn hạn khác,10,53.207.666.768,43.020.946.377,,10.0,53207666768.0,43020946377.0
137,137,137,6. Dự phòng phải thu ngắn hạn khó đòi,"7, 10",(190.615.712.429),(178.856.263.588),,,-190615712429.0,-178856263588.0
140,140,140,IV. Hàng tồn kho,12,1.612.635.401.657,1.783.971.483.501,,12.0,1612635401657.0,1783971483501.0
141,141,141,1. Hàng tồn kho,,1.694.379.488.055,1.863.821.793.120,,,1694379488055.0,1863821793120.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(81.744.086.398),(79.850.309.619),,,-81744086398.0,-79850309619.0
150,150,150,V. Tài sản ngắn hạn khác,,33.414.344.521,59.363.179.014,,,33414344521.0,59363179014.0
151,151,151,1. Chi phí trả trước ngắn hạn,16,3.626.672.593,4.108.238.732,,16.0,3626672593.0,4108238732.0
152,152,152,2. Thuế GTGT được khấu trừ,19,26.381.738.847,52.770.350.089,,19.0,26381738847.0,52770350089.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,3.405.933.081,2.484.590.193,,19.0,3405933081.0,2484590193.0
