row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Dã điều chỉnh lại – Thuyết minh số 35),numeric__Năm nay,numeric__VNDNăm trước(Dã điều chỉnh lại – Thuyết minh số 35)
Giá vốn các hợp đồng thi công công trình,Giá vốn các hợp đồng thi công công trình,Giá vốn các hợp đồng thi công công trình,851.333.511.830,130.993.368.723,851333511830.0,130993368723.0
"Giá vốn nguyên liệu, thành phẩm, và hàng hóa","Giá vốn nguyên liệu, thành phẩm, và hàng hóa","Giá vốn nguyên liệu, thành phẩm, và hàng hóa",232.588.080.750,391.239.258.582,232588080750.0,391239258582.0
Giá vốn dịch vụ cung cấp,Giá vốn dịch vụ cung cấp,Giá vốn dịch vụ cung cấp,1.432.540.047,11.829.010.630,1432540047.0,11829010630.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,1.963.229.316,22.988.644.454,1963229316.0,22988644454.0
"Hao hụt, mất mát hàng tồn kho","Hao hụt, mất mát hàng tồn kho","Hao hụt, mất mát hàng tồn kho",-,198.860.764.780,,198860764780.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.087.317.361.943,755.911.047.169,1087317361943.0,755911047169.0
