row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Đã điều chỉnh lại – Thuyết minh số 35),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Đã điều chỉnh lại – Thuyết minh số 35)
200,200,200,B. TÀI SẢN DÀI HẠN,,829.546.884.837,874.221.187.107,,,829546884837.0,874221187107.0
210,210,210,I. Các khoản phải thu dài hạn,,36.667.707.626,35.411.679.296,,,36667707626.0,35411679296.0
212,212,212,1. Trả trước cho người bán dài hạn,7.2,-,669.883.784,,72.0,,669883784.0
215,215,215,2. Phải thu về cho vay dài hạn,9,35.800.137.000,34.491.840.000,,9.0,35800137000.0,34491840000.0
216,216,216,3. Phải thu dài hạn khác,10,867.570.626,919.839.296,,10.0,867570626.0,919839296.0
219,219,219,4. Dự phòng phải thu dài hạn khó đòi,7.2,-,(669.883.784),,72.0,,-669883784.0
220,220,220,II. Tài sản cố định,,455.671.751.349,497.765.937.222,,,455671751349.0,497765937222.0
221,221,221,1. Tài sản cố định hữu hình,13,442.141.867.418,483.373.614.984,,13.0,442141867418.0,483373614984.0
222,222,222,Nguyên giá,,723.827.293.378,737.704.830.920,,,723827293378.0,737704830920.0
223,223,223,Giá trị khấu hao lũy kế,,(281.685.425.960),(254.331.215.936),,,-281685425960.0,-254331215936.0
227,227,227,2. Tài sản cố định vô hình,14,13.529.883.931,14.392.322.238,,14.0,13529883931.0,14392322238.0
228,228,228,Nguyên giá,,26.102.960.344,25.311.531.294,,,26102960344.0,25311531294.0
229,229,229,Giá trị hao mòn lũy kế,,(12.573.076.413),(10.919.209.056),,,-12573076413.0,-10919209056.0
240,240,240,III. Tài sản dở dang dài hạn,,51.891.059.954,56.359.432.690,,,51891059954.0,56359432690.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,15,51.891.059.954,56.359.432.690,,15.0,51891059954.0,56359432690.0
250,250,250,IV. Đầu tư tài chính dài hạn,,201.222.775.058,190.262.545.946,,,201222775058.0,190262545946.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liền kết",17,191.059.990.292,189.982.761.180,,17.0,191059990292.0,189982761180.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,279.784.766,279.784.766,,,279784766.0,279784766.0
255,255,255,3. Đầu tư nắm giữ đến ngày đáo hạn,6,9.883.000.000,-,,6.0,9883000000.0,
260,260,260,V. Tài sản dài hạn khác,,84.093.590.850,94.421.591.953,,,84093590850.0,94421591953.0
261,261,261,1. Chi phí trả trước dài hạn,16,84.093.590.850,94.421.591.953,,16.0,84093590850.0,94421591953.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.166.485.230.337,3.585.116.003.202,,,4166485230337.0,3585116003202.0
