row_label_raw,row_label_full,Giá vốn hàng bánvà dịch vụ cung cấp,11,(1.608.970.477.770),853.059.430.601,(755.911.047.169),numeric__11,numeric__(1.608.970.477.770),numeric__853.059.430.601,numeric__(755.911.047.169)
Lỗ gộp về bán hàngvà cung cấp dịch vụ,Lỗ gộp về bán hàngvà cung cấp dịch vụ,Lỗ gộp về bán hàngvà cung cấp dịch vụ,20,(965.954.254.928),853.059.430.601,(112.894.824.327),20.0,-965954254928.0,853059430601.0,-112894824327.0
Lỗ thuần từ hoạtđộng kinh doanh,Lỗ thuần từ hoạtđộng kinh doanh,Lỗ thuần từ hoạtđộng kinh doanh,30,(1.294.954.990.929),853.059.430.601,(441.895.560.328),30.0,-1294954990929.0,853059430601.0,-441895560328.0
Tổng lỗ kế toántrước thuế,Tổng lỗ kế toántrước thuế,Tổng lỗ kế toántrước thuế,50,(1.295.557.506.233),853.059.430.601,(442.498.075.632),50.0,-1295557506233.0,853059430601.0,-442498075632.0
Lỗ sau thuế TNDN,Lỗ sau thuế TNDN,Lỗ sau thuế TNDN,60,(1.295.557.506.233),853.059.430.601,(442.498.075.632),60.0,-1295557506233.0,853059430601.0,-442498075632.0
Lỗ sau thuế củacông ty mẹ,Lỗ sau thuế củacông ty mẹ,Lỗ sau thuế củacông ty mẹ,61,(1.271.135.551.342),852.555.287.232,(418.580.264.110),61.0,-1271135551342.0,852555287232.0,-418580264110.0
Lỗ sau thuế củacổ đông khôngkiểm soát,Lỗ sau thuế củacổ đông khôngkiểm soát,Lỗ sau thuế củacổ đông khôngkiểm soát,62,(24.421.954.891),504.143.369,(23.917.811.522),62.0,-24421954891.0,504143369.0,-23917811522.0
Lỗ cơ bản trêncổ phiếu,Lỗ cơ bản trêncổ phiếu,Lỗ cơ bản trêncổ phiếu,70,(8.877),5.954,(2.923),70.0,-8877.0,5954.0,-2923.0
Lỗ suy giảm trêncổ phiếu,Lỗ suy giảm trêncổ phiếu,Lỗ suy giảm trêncổ phiếu,71,(8.877),5.954,(2.923),71.0,-8877.0,5954.0,-2923.0
