row_label_raw,row_label_full,Phải thu từ các bên liên quan (Thuyết minh số 32),Số cuối năm > 2.814.913.684,VND Số đầu năm > 20.007.368.771,numeric__Số cuối năm > 2.814.913.684,numeric__VND Số đầu năm > 20.007.368.771
Phải thu từ các bên khác,Phải thu từ các bên khác,Phải thu từ các bên khác,794.563.572.002,770.870.341.895,794563572002.0,770870341895.0
- Công ty TNHH Lâm nghiệp Hoàng Nam,- Công ty TNHH Lâm nghiệp Hoàng Nam,- Công ty TNHH Lâm nghiệp Hoàng Nam,103.817.548.776,103.817.548.776,103817548776.0,103817548776.0
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,690.746.023.226,667.052.793.119,690746023226.0,667052793119.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,797.378.485.686,790.877.710.666,797378485686.0,790877710666.0
Dự phòng các khoản phải thu khó đòi,Dự phòng các khoản phải thu khó đòi,Dự phòng các khoản phải thu khó đòi,(134.314.091.971),(138.028.531.131),-134314091971.0,-138028531131.0
