row_label_raw,row_label_full,Lợi nhuận (lỗ) thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty (VND),10.736.621.410,(418.580.264.110),numeric__10.736.621.410,numeric__(418.580.264.110)
Số cổ phiếu bình quân lưu hành trong năm Lãi (lỗ) trên cổ phiếu (VND/cổ phiếu),Số cổ phiếu bình quân lưu hành trong năm Lãi (lỗ) trên cổ phiếu (VND/cổ phiếu),Số cổ phiếu bình quân lưu hành trong năm Lãi (lỗ) trên cổ phiếu (VND/cổ phiếu),146.509.833,143.193.194,146509833.0,143193194.0
- Lãi (lỗ) cơ bản,- Lãi (lỗ) cơ bản,- Lãi (lỗ) cơ bản,73,(2.923),73.0,-2923.0
- Lãi (lỗ) suy giảm,- Lãi (lỗ) suy giảm,- Lãi (lỗ) suy giảm,73,(2.923),73.0,-2923.0
