row_label_raw,row_label_full,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm trước
9.765.387,9.765.387,9.765.387,4.815.717,4815717.0
280.000,280.000,280.000,10.945.230,10945230.0
6.038.847,6.038.847,6.038.847,-,
5.950.000,5.950.000,5.950.000,-,
3.014.466,5.950.000 > 3.014.466,3.014.466,6.626.813,6626813.0
3.147.470,3.147.470,3.147.470,-,
918.020,918.020,918.020,-,
2.229.450,2.229.450,2.229.450,-,
2.333.164,2.229.450 > 2.333.164,2.333.164,890.100,890100.0
675.356,2.229.450 > 675.356,675.356,194.578,194578.0
401.202,2.229.450 > 401.202,401.202,263.194,263194.0
-,2.229.450 > -,-,213.424,213424.0
-,2.229.450 > -,-,20.860.000,20860000.0
-,2.229.450 > -,-,1.238.891,1238891.0
-,2.229.450 > -,-,693.000,693000.0
-,2.229.450 > -,-,3.546.869,3546869.0
-,2.229.450 > -,-,53.071,53071.0
19.315.000,2.229.450 > 19.315.000,19.315.000,23.355.000,23355000.0
891.660,2.229.450 > 891.660,891.660,395.239,395239.0
1.113.837,1.113.837,1.113.837,-,
16.431.302,1.113.837 > 16.431.302,16.431.302,1.264.455,1264455.0
6.805.786,1.113.837 > 6.805.786,6.805.786,1.264.455,1264455.0
9.625.516,9.625.516,9.625.516,-,
17.719.090,17.719.090,17.719.090,-,
4.533.710,4.533.710,4.533.710,-,
13.186.442,13.186.442,13.186.442,-,
215.139,13.186.442 > 215.139,215.139,237.405,237405.0
18.761,13.186.442 > 18.761,18.761,239.060,239060.0
-,13.186.442 > -,-,1.285.129,1285129.0
