row_label_raw,row_label_full,STT,Tên đơn vị,Thuyết minh,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Giá trị ghi số,Số cuối năm > Giá trị hợp lý,Số cuối năm > Tỷ lệ vốn nằm giữ trực tiếp (**),Số đầu năm > Số lượng cổ phiếu,Số đầu năm > Giá trị ghi số,Số đầu năm > Giá trị hợp lý,Số đầu năm > Tỷ lệ vốn nằm giữ trực tiếp (**),numeric__Tên đơn vị,numeric__Thuyết minh,numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Giá trị ghi số,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Tỷ lệ vốn nằm giữ trực tiếp (**),numeric__Số đầu năm > Số lượng cổ phiếu,numeric__Số đầu năm > Giá trị ghi số,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > Tỷ lệ vốn nằm giữ trực tiếp (**)
25,25,25,Công ty VHIZ,(10),1.650.000,16.500,(**),"70,00%",100.000,1.000,(**),"70,00%",,-10.0,1650000.0,16500.0,,0.7,100000.0,1000.0,,0.7
26,26,26,Công ty OneID,"(7), (13)",150.000,1.500,(**),"0,05%",15.701.000,157.010,(**),"80,00%",,,150000.0,1500.0,,0.0005,15701000.0,157010.0,,0.8
27,27,27,Công ty An Thịnh,(10),100.000,1.000,(**),"5,00%",5.000,50,(**),"5,00%",,-10.0,100000.0,1000.0,,0.05,5000.0,50.0,,0.05
28,28,28,Công ty Vinbus,,(*),500,(**),"100,00%",-,-,-,-,,,,500.0,,1.0,,,,
29,29,29,Công ty Adayroi,"(7), (8)",2.500,25,(**),"0,05%",-,-,-,-,,,2500.0,25.0,,0.0005,,,,
30,30,30,Công ty Vincommerce,"(8), (14)",-,-,-,-,525.542.842,6.054.476,(**),"64,27%",,,,,,,525542842.0,6054476.0,,0.6426999999999999
31,31,31,"Công ty Cổ phần Đầu tư Kinh doanh và Phát triển Đô thị Ngôi Sao Phương Nam (""Công ty Ngôi Sao Phương Nam"")",(15),-,-,-,-,59.400.000,785.456,(**),"99,00%",,-15.0,,,,,59400000.0,785456.0,,0.99
32,32,32,"Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco (""Công ty VinEco"")",(16),-,-,-,-,(*),600.490,(**),"30,00%",,-16.0,,,,,,600490.0,,0.3
33,33,33,"Công ty TNHH Kinh Doanh Dịch Vụ Tổng Hợp Vincom (""Công ty Vincom Service"")",(17),-,-,-,-,(*),84.600,(**),"94,00%",,-17.0,,,,,,84600.0,,0.94
34,34,34,Công ty BDS Hà Thành,(18),-,-,-,-,1.800.000,18.000,(**),"90,00%",,-18.0,,,,,1800000.0,18000.0,,0.9
35,35,35,Công ty VinCSS,(19),-,-,-,-,(*),3.500,(**),"100,00%",,-19.0,,,,,,3500.0,,1.0
36,36,36,Công ty HMS,(19),-,-,-,-,(*),2.500,(**),"100,00%",,-19.0,,,,,,2500.0,,1.0
,,,TỔNG CỘNG,,,72.371.546,,,,70.687.076,,,,,,72371546.0,,,,70687076.0,,
,,,Dự phòng đầu tư vào các công ty con,(20),,(3.624.723),,,,(898.956),,,,-20.0,,-3624723.0,,,,-898956.0,,
