row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số cuối năm,Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số đầu năm,numeric__Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số cuối năm,numeric__Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số đầu năm
Trả trước theo hợp đồng xây dựng (i),Trả trước theo hợp đồng xây dựng (i),Trả trước theo hợp đồng xây dựng (i),7.953.094,352.896,7953094.0,352896.0
Trả trước theo các hợp đồng chuyên nhượng bất động sản,Trả trước theo các hợp đồng chuyên nhượng bất động sản,Trả trước theo các hợp đồng chuyên nhượng bất động sản,1.745.632,4.091.467,1745632.0,4091467.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.698.726,4.444.363,9698726.0,4444363.0
