row_label_raw,row_label_full,Số đầu năm > Tăng trong năm,Đơn vị tính: triệu VND > Năm nay > 3.399.298 > 2.204.648,Đơn vị tính: triệu VND > Năm trước > 4.410.511 > 6.884.130,numeric__Đơn vị tính: triệu VND > Năm nay > 3.399.298 > 2.204.648,numeric__Đơn vị tính: triệu VND > Năm trước > 4.410.511 > 6.884.130
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,-,(917.424),,-917424.0
Chuyển sang bất động sản đầu tư (Thuyết minh số 15),Chuyển sang bất động sản đầu tư (Thuyết minh số 15),Chuyển sang bất động sản đầu tư (Thuyết minh số 15),(1.487.500),(6.014.607),-1487500.0,-6014607.0
Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,(315.375),(963.312),-315375.0,-963312.0
Số cuối năm,Số cuối năm,Số cuối năm,3.801.071,3.399.298,3801071.0,3399298.0
