row_label_raw,row_label_full,col_0,Thuyết minh,Số đầu năm > Giá trị đồng thời là số có khả năng trả nợ,Trong năm > Tăng trong năm,Trong năm > Giảm trong năm,Đơn vị tính: triệu VND Số cuối năm > Giá trị đồng thời là số có khả năng trả nợ,numeric__Thuyết minh,numeric__Số đầu năm > Giá trị đồng thời là số có khả năng trả nợ,numeric__Trong năm > Tăng trong năm,numeric__Trong năm > Giảm trong năm,numeric__Đơn vị tính: triệu VND Số cuối năm > Giá trị đồng thời là số có khả năng trả nợ
Trái phiếu phát hành trong nước,Trái phiếu phát hành trong nước,Trái phiếu phát hành trong nước,23.2.1,8.036.873,1.010.693,(3.091.948),5.955.618,2321.0,8036873.0,1010693.0,-3091948.0,5955618.0
Khoản vay hợp vốn,Khoản vay hợp vốn,Khoản vay hợp vốn,23.2.2,4.492.798,6.072.513,(1.372.295),9.193.016,2322.0,4492798.0,6072513.0,-1372295.0,9193016.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,12.529.671,7.083.206,(4.464.243),15.148.634,,12529671.0,7083206.0,-4464243.0,15148634.0
