row_label_raw,row_label_full,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm trước
997.000,997.000,997.000,1.287.500,1287500.0
373.000,373.000,373.000,-,
378.000,378.000,378.000,-,
378.000,378.000,378.000,-,
737.500,737.500,737.500,-,
352.000,737.500 > 352.000,352.000,1.822.000,1822000.0
8.219.000,8.219.000,8.219.000,-,
5.595.000,5.595.000,5.595.000,-,
1.240.682,1.240.682,1.240.682,-,
1.500.000,1.500.000,1.500.000,-,
-,1.500.000 > -,-,301.075,301075.0
301.075,301.075,301.075,-,
