row_label_raw,row_label_full,Dự án,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Dự án Green City Đan Phượng,Dự án Green City Đan Phượng,Dự án Green City Đan Phượng,836.652,213.556,836652.0,213556.0
Dự án Khu đô thị sinh thái đảo Vũ Yên (*),Dự án Khu đô thị sinh thái đảo Vũ Yên (*),Dự án Khu đô thị sinh thái đảo Vũ Yên (*),670.383,668.376,670383.0,668376.0
Dự án Vinhomes Imperia Hải Phòng (*),Dự án Vinhomes Imperia Hải Phòng (*),Dự án Vinhomes Imperia Hải Phòng (*),45.984,1.110.292,45984.0,1110292.0
