row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Các giao dịch không bằng tiền ảnh hưởng trọng yếu đến báo cáo lưu chuyển tiền tệ:,Các giao dịch không bằng tiền ảnh hưởng trọng yếu đến báo cáo lưu chuyển tiền tệ:,Các giao dịch không bằng tiền ảnh hưởng trọng yếu đến báo cáo lưu chuyển tiền tệ:,,,,
Cán trừ công nợ hoạt động tài chính với đầu tư,Các giao dịch không bằng tiền ảnh hưởng trọng yếu đến báo cáo lưu chuyển tiền tệ: > Cán trừ công nợ hoạt động tài chính với đầu tư,Cán trừ công nợ hoạt động tài chính với đầu tư,(1.378.000),(1.352.000),-1378000.0,-1352000.0
TỔNG CỘNG,Các giao dịch không bằng tiền ảnh hưởng trọng yếu đến báo cáo lưu chuyển tiền tệ: > TỔNG CỘNG,TỔNG CỘNG,(1.378.000),(1.352.000),-1378000.0,-1352000.0
Số tiền đi vay thực thu trong năm:,Số tiền đi vay thực thu trong năm:,Số tiền đi vay thực thu trong năm:,,,,
Tiền thu từ đi vay theo khế ước thông thường,Số tiền đi vay thực thu trong năm: > Tiền thu từ đi vay theo khế ước thông thường,Tiền thu từ đi vay theo khế ước thông thường,9.564.164,15.301.598,9564164.0,15301598.0
Tiền thu từ phát hành trái phiếu thường,Số tiền đi vay thực thu trong năm: > Tiền thu từ phát hành trái phiếu thường,Tiền thu từ phát hành trái phiếu thường,980.000,5.344.400,980000.0,5344400.0
TỔNG CỘNG,Số tiền đi vay thực thu trong năm: > TỔNG CỘNG,TỔNG CỘNG,10.544.164,20.645.998,10544164.0,20645998.0
Số tiền đã thực trả gốc vay trong năm:,Số tiền đã thực trả gốc vay trong năm:,Số tiền đã thực trả gốc vay trong năm:,,,,
Tiền trả nợ gốc vay theo khế ước thông thường,Số tiền đã thực trả gốc vay trong năm: > Tiền trả nợ gốc vay theo khế ước thông thường,Tiền trả nợ gốc vay theo khế ước thông thường,(2.194.506),(16.240.434),-2194506.0,-16240434.0
Tiền trả nợ gốc trái phiếu thường,Số tiền đã thực trả gốc vay trong năm: > Tiền trả nợ gốc trái phiếu thường,Tiền trả nợ gốc trái phiếu thường,(7.797.263),(4.285.710),-7797263.0,-4285710.0
TỔNG CỘNG,Số tiền đã thực trả gốc vay trong năm: > TỔNG CỘNG,TỔNG CỘNG,(9.991.769),(20.526.144),-9991769.0,-20526144.0
