row_label_raw,row_label_full,Đơn vị tư vấn phát hành > Công ty Cổ phầnChứng khoán Kỹ thương (i),Số cuối năm(triệu VND) > 7.058.958,Ngày đáo hạn > Từ tháng 1 năm2020 đến tháng 2 năm 2026,"Lãi suất năm > Gồm các khoản trái phiếu chịu lãi suất huy động tiết kiệm trung bình kỳ hạn 12 tháng trả sau bằng VND cộng (+) 4% - 4,25%/năm, và các khoản vay chịu lãi suất từ 7,75%/năm đến 10%/năm. Lãi vay được thanh toán theo kỳ trả nợ lãi 6 tháng một lần",numeric__Số cuối năm(triệu VND) > 7.058.958,numeric__Ngày đáo hạn > Từ tháng 1 năm2020 đến tháng 2 năm 2026,"numeric__Lãi suất năm > Gồm các khoản trái phiếu chịu lãi suất huy động tiết kiệm trung bình kỳ hạn 12 tháng trả sau bằng VND cộng (+) 4% - 4,25%/năm, và các khoản vay chịu lãi suất từ 7,75%/năm đến 10%/năm. Lãi vay được thanh toán theo kỳ trả nợ lãi 6 tháng một lần"
Trong đó:Trải phiếu dài hạn đến hạn trả,Trong đó:Trải phiếu dài hạn đến hạn trả,Trong đó:Trải phiếu dài hạn đến hạn trả,3.091.865,,,3091865.0,,
Công ty Cổ phầnChứng khoán KB Việt Nam (ii),Công ty Cổ phầnChứng khoán KB Việt Nam (ii),Công ty Cổ phầnChứng khoán KB Việt Nam (ii),1.988.525,Tháng 12 năm2022,"Lãi suất thả nổi bằng lãi suất huy động 12 tháng Ngân hàng TMCP Việt Nam Thịnh Vương cộng (+) 3,3%/năm. Lãi vay được thanh toán theo kỳ trả nợ lãi 6 tháng một lần",1988525.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.047.483,,,9047483.0,,
Trong đó:Trải phiếu dài hạnTrải phiếu dài hạn đến hạn trả,Trong đó:Trải phiếu dài hạnTrải phiếu dài hạn đến hạn trả,Trong đó:Trải phiếu dài hạnTrải phiếu dài hạn đến hạn trả,5.955.618,,,5955618.0,,
Trong đó:Trải phiếu dài hạnTrải phiếu dài hạn đến hạn trả,Trong đó:Trải phiếu dài hạnTrải phiếu dài hạn đến hạn trả,Trong đó:Trải phiếu dài hạnTrải phiếu dài hạn đến hạn trả,3.091.865,,,3091865.0,,
