row_label_raw,row_label_full,Nội dung giao dịch,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Chi phí từ thiện phát sinh,Chi phí từ thiện phát sinh,Chi phí từ thiện phát sinh,700.000,-,700000.0,
Chuyển tiền chi trả hộ cho Quỹ Thiện Tâm,Chuyển tiền chi trả hộ cho Quỹ Thiện Tâm,Chuyển tiền chi trả hộ cho Quỹ Thiện Tâm,-,1.494.612,,1494612.0
Thu hồi các khoản chi trả hộ từ Quỹ Thiện Tâm,Thu hồi các khoản chi trả hộ từ Quỹ Thiện Tâm,Thu hồi các khoản chi trả hộ từ Quỹ Thiện Tâm,1.134.000,360.612,1134000.0,360612.0
