row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số cuối năm,Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số đầu năm,numeric__Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số cuối năm,numeric__Đơn vị tính: triệu VND > Giá trị đồng thời là số có khả năng trả nợ > Số đầu năm
Phải trả người bán ngắn hạn khác,Phải trả người bán ngắn hạn khác,Phải trả người bán ngắn hạn khác,1.229.420,1.765.002,1229420.0,1765002.0
Phải trả các bên liên quan(Thuyết minh số 31.2),Phải trả các bên liên quan(Thuyết minh số 31.2),Phải trả các bên liên quan(Thuyết minh số 31.2),206.029,154.335,206029.0,154335.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.435.449,1.919.337,1435449.0,1919337.0
