row_label_raw,row_label_full,STT,Tên đơn vị,Thuyết minh,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Giá trị ghi số,Số cuối năm > Giá trị hợp lý,Số đầu năm > Tỷ lệ vốn nằm giữ trực tiếp (****),Số đầu năm > Số lượng cổ phiếu,Số đầu năm > Giá trị ghi số,Đơn vị tính: triệu VND > Giá trị hợp lý,Đơn vị tính: triệu VND > Tỷ lệ vốn nằm giữ trực tiếp (****),numeric__Tên đơn vị,numeric__Thuyết minh,numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Giá trị ghi số,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Tỷ lệ vốn nằm giữ trực tiếp (****),numeric__Số đầu năm > Số lượng cổ phiếu,numeric__Số đầu năm > Giá trị ghi số,numeric__Đơn vị tính: triệu VND > Giá trị hợp lý,numeric__Đơn vị tính: triệu VND > Tỷ lệ vốn nằm giữ trực tiếp (****)
1,1,1,Công ty Vinhomes,,2.333.164.250,22.981.447,197.852.328,"70,93%",2.333.164.250,22.981.447,171.254.256,"69,66%",,,2333164250.0,22981447.0,197852328.0,0.7093,2333164250.0,22981447.0,171254256.0,0.6966
2,2,2,Công ty Vinfast,(1),(*),12.846.600,(**),"51,15%",(*),6.500.000,(**),"25,90%",,-1.0,,12846600.0,,0.5115,,6500000.0,,0.259
3,3,3,Công ty Vinpearl,(2),325.579.794,9.625.516,(**),"50,00%",522.330.408,15.312.294,(**),"81,34%",,-2.0,325579794.0,9625516.0,,0.5,522330408.0,15312294.0,,0.8134
4,4,4,Công ty Vinmec,(3),443.391.992,4.433.920,(**),"99,27%",323.391.992,3.233.920,(**),"99,00%",,-3.0,443391992.0,4433920.0,,0.9926999999999999,323391992.0,3233920.0,,0.99
5,5,5,Công ty Vincom Retail,,427.715.102,3.501.335,14.542.313,"18,82%",427.715.102,3.501.335,11.933.251,"18,37%",,,427715102.0,3501335.0,14542313.0,0.1882,427715102.0,3501335.0,11933251.0,0.1837
6,6,6,Công ty Vinsmart,(4),248.136.400,2.481.364,(**),"62,03%",124.068.200,1.240.682,(**),"62,03%",,-4.0,248136400.0,2481364.0,,0.6203,124068200.0,1240682.0,,0.6203
7,7,7,Công ty Sài Đông,(5),107.400.300,2.107.005,12.084.324,"89,50%",112.800.300,2.212.944,5.944.576,"94,00%",,-5.0,107400300.0,2107005.0,12084324.0,0.895,112800300.0,2212944.0,5944576.0,0.94
8,8,8,Công ty Xavinco,,190.875.000,2.071.029,(**),"95,44%",190.875.000,2.071.029,(**),"95,44%",,,190875000.0,2071029.0,,0.9544,190875000.0,2071029.0,,0.9544
9,9,9,Công ty Nam Hà Nội,,(*),1.568.885,(**),"100,00%",(*),1.568.885,(**),"100,00%",,,,1568885.0,,1.0,,1568885.0,,1.0
10,10,10,Công ty Triển lăm Việt Nam,,138.810.945,1.395.330,16.090.039,"83,32%",138.810.945,1.395.330,9.911.101,"83,32%",,,138810945.0,1395330.0,16090039.0,0.8331999999999999,138810945.0,1395330.0,9911101.0,0.8331999999999999
11,11,11,Công ty VinAcademy,(6),(*),1.692.000,(**),"94,00%",(*),235.000,(**),"94,00%",,-6.0,,1692000.0,,0.94,,235000.0,,0.94
12,12,12,Công ty One Mount Group,(7),156.062.254,1.563.966,(**),"51,22%",-,-,-,-,,-7.0,156062254.0,1563966.0,,0.5122,,,,
13,13,13,Công ty P&S,(8),(*),1.206.198,(**),"100,00%",-,-,-,-,,-8.0,,1206198.0,,1.0,,,,
14,14,14,Công ty Grand Prix,(9),(*),1.000.000,(**),"100,00%",-,-,-,-,,-9.0,,1000000.0,,1.0,,,,
15,15,15,Công ty VinWonder,(10),(*),1.000.000,(**),"100,00%",(*),1.500,(**),"100,00%",,-10.0,,1000000.0,,1.0,,1500.0,,1.0
16,16,16,Công ty VinTech,,80.000.000,800.000,(**),"80,00%",80.000.000,800.000,(**),"80,00%",,,80000000.0,800000.0,,0.8,80000000.0,800000.0,,0.8
17,17,17,Công ty Thời Đại,,(*),561.000,(**),"100,00%",(*),561.000,(**),"100,00%",,,,561000.0,,1.0,,561000.0,,1.0
18,18,18,Công ty Vinpro,(11),(*),555.786,(**),"100,00%",31.175.478,96.382,(**),"61,82%",,-11.0,,555786.0,,1.0,31175478.0,96382.0,,0.6182
19,19,19,Công ty Sách Việt Nam,,44.364.274,475.166,711.307,"65,33%",44.364.274,475.166,767.502,"65,33%",,,44364274.0,475166.0,711307.0,0.6533,44364274.0,475166.0,767502.0,0.6533
20,20,20,Công ty BDS Thắng Long,,3.150.000,199.700,(**),"63,00%",3.150.000,199.700,(**),"63,00%",,,3150000.0,199700.0,,0.63,3150000.0,199700.0,,0.63
21,21,21,Công ty Vinfa,(12),11.877.400,118.774,(**),"59,39%",44.338.000,443.380,(**),"96,39%",,-12.0,11877400.0,118774.0,,0.5939,44338000.0,443380.0,,0.9639
22,22,22,Công ty Vinschool,,(*),100.000,(**),"100,00%",(*),100.000,(**),"100,00%",,,,100000.0,,1.0,,100000.0,,1.0
23,23,23,Công ty Bảo vệ Vincom,,(*),50.000,(**),"100,00%",(*),50.000,(**),"100,00%",,,,50000.0,,1.0,,50000.0,,1.0
24,24,24,Công ty Phúc An,(10),1.700.000,17.000,(**),"85,00%",-,-,-,"85,00%",,-10.0,1700000.0,17000.0,,0.85,,,,0.85
