row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,5.456.224,3.555.340,5456224.0,3555340.0
Thuế TNDN theo thuế suất áp dụng cho Công ty,Thuế TNDN theo thuế suất áp dụng cho Công ty,Thuế TNDN theo thuế suất áp dụng cho Công ty,1.091.245,711.068,1091245.0,711068.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Chi phí dự phòng không đủ điều kiện khấu trừ,Các khoản điều chỉnh: > Chi phí dự phòng không đủ điều kiện khấu trừ,Chi phí dự phòng không đủ điều kiện khấu trừ,365.455,-,365455.0,
Lợi nhuận sau thuế chia sẻ cho hoạt động hợp tác kinh doanh,Các khoản điều chỉnh: > Lợi nhuận sau thuế chia sẻ cho hoạt động hợp tác kinh doanh,Lợi nhuận sau thuế chia sẻ cho hoạt động hợp tác kinh doanh,224.858,-,224858.0,
Chi phí từ thiện và tài trợ,Các khoản điều chỉnh: > Chi phí từ thiện và tài trợ,Chi phí từ thiện và tài trợ,166.762,28.162,166762.0,28162.0
Cổ tức được chia,Các khoản điều chỉnh: > Cổ tức được chia,Cổ tức được chia,(596.259),(890.707),-596259.0,-890707.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(136.714),-,-136714.0,
Các khoản điều chỉnh khác,Các khoản điều chỉnh: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,17.648,24.830,17648.0,24830.0
Tài sản thuế TNDN không được ghi nhận liên quan đến lỗ tính thuế trong năm,Các khoản điều chỉnh: > Tài sản thuế TNDN không được ghi nhận liên quan đến lỗ tính thuế trong năm,Tài sản thuế TNDN không được ghi nhận liên quan đến lỗ tính thuế trong năm,-,136.714,,136714.0
Chi phí thuế TNDN phản ánh trên báo cáo kết quả hoạt động kinh doanh riêng ước tính,Các khoản điều chỉnh: > Chi phí thuế TNDN phản ánh trên báo cáo kết quả hoạt động kinh doanh riêng ước tính,Chi phí thuế TNDN phản ánh trên báo cáo kết quả hoạt động kinh doanh riêng ước tính,1.132.995,10.067,1132995.0,10067.0
