row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,Phương tiệnvận tảiVND,Thiết bịquản lýVND,Công trình khí vàcác thiết bị khácVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy mócthiết bịVND,numeric__Phương tiệnvận tảiVND,numeric__Thiết bịquản lýVND,numeric__Công trình khí vàcác thiết bị khácVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Tại ngày 1 tháng 1 năm 2021,Nguyên giá > Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,5.447.243.420.288,1.227.558.885.287,243.201.294.686,345.952.919.440,42.920.854.507.085,50.184.811.026.786,5447243420288.0,1227558885287.0,243201294686.0,345952919440.0,42920854507085.0,50184811026786.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,11.845.393.396,19.290.076.980,18.081.482.058,19.083.623.036,19.770.137.699,88.070.713.169,11845393396.0,19290076980.0,18081482058.0,19083623036.0,19770137699.0,88070713169.0
Chuyển từ chi phí xây dựng cơ bảnđở dang (Thuyết minh 12),Nguyên giá > Chuyển từ chi phí xây dựng cơ bảnđở dang (Thuyết minh 12),Chuyển từ chi phí xây dựng cơ bảnđở dang (Thuyết minh 12),-,105.608.103.579,-,-,1.119.705.416.255,1.225.313.519.834,,105608103579.0,,,1119705416255.0,1225313519834.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,(4.740.245.088),(596.816.667),(5.122.895.074),(77.370.000),(10.537.326.829),,-4740245088.0,-596816667.0,-5122895074.0,-77370000.0,-10537326829.0
Khác,Nguyên giá > Khác,Khác,75.727.309,-,-,1.211.475.091,-,1.287.202.400,75727309.0,,,1211475091.0,,1287202400.0
Tại ngày 31 tháng 12 năm 2021,Nguyên giá > Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,5.459.164.540.993,1.347.716.820.758,260.685.960.077,361.125.122.493,44.060.252.691.039,51.488.945.135.360,5459164540993.0,1347716820758.0,260685960077.0,361125122493.0,44060252691039.0,51488945135360.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,,,
Tại ngày 1 tháng 1 năm 2021,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,3.904.686.693.339,789.316.197.442,148.040.139.353,273.470.457.673,27.368.335.449.803,32.483.848.937.610,3904686693339.0,789316197442.0,148040139353.0,273470457673.0,27368335449803.0,32483848937610.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,356.074.831.058,103.422.529.887,13.238.062.837,41.013.930.509,2.373.373.808.310,2.887.123.162.601,356074831058.0,103422529887.0,13238062837.0,41013930509.0,2373373808310.0,2887123162601.0
Thanh lý,Khấu hao lũy kế > Thanh lý,Thanh lý,-,(4.740.245.088),(596.816.667),(5.122.895.074),(77.370.000),(10.537.326.829),,-4740245088.0,-596816667.0,-5122895074.0,-77370000.0,-10537326829.0
Khác,Khấu hao lũy kế > Khác,Khác,(21.604.996.269),-,-,452.209.169,50.206.444,(21.102.580.656),-21604996269.0,,,452209169.0,50206444.0,-21102580656.0
Tại ngày 31 tháng 12 năm 2021,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,4.239.156.528.128,887.998.482.241,160.681.385.523,309.813.702.277,29.741.682.094.557,35.339.332.192.726,4239156528128.0,887998482241.0,160681385523.0,309813702277.0,29741682094557.0,35339332192726.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Tại ngày 1 tháng 1 năm 2021,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,1.542.556.726.949,438.242.687.845,95.161.155.333,72.482.461.767,15.552.519.057.282,17.700.962.089.176,1542556726949.0,438242687845.0,95161155333.0,72482461767.0,15552519057282.0,17700962089176.0
Tại ngày 31 tháng 12 năm 2021,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,1.220.008.012.865,459.718.338.517,100.004.574.554,51.311.420.216,14.318.570.596.482,16.149.612.942.634,1220008012865.0,459718338517.0,100004574554.0,51311420216.0,14318570596482.0,16149612942634.0
