row_label_raw,row_label_full,(b),Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước_1,Thuế và các khoản khác phải thu Nhà nước_2,numeric__Thuế và các khoản khác phải thu Nhà nước,numeric__Thuế và các khoản khác phải thu Nhà nước_1,numeric__Thuế và các khoản khác phải thu Nhà nước_2
(b),(b),(b),Thuế nhập khẩu,17.555.016.189,17.940.509.679,,17555016189.0,17940509679.0
(b),(b),(b),Thuế GTGT hàng nhập khẩu,4.417.560.000,4.417.560.000,,4417560000.0,4417560000.0
(b),(b),(b),Khác,2.531.897.681,11.398.304,,2531897681.0,11398304.0
,,,,24.504.473.870,22.369.467.983,,24504473870.0,22369467983.0
