row_label_raw,row_label_full,(c),Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước_1,Thuế và các khoản phải nộp Nhà nước_2,numeric__Thuế và các khoản phải nộp Nhà nước,numeric__Thuế và các khoản phải nộp Nhà nước_1,numeric__Thuế và các khoản phải nộp Nhà nước_2
(c),(c),(c),Thuế TNDN,448.770.064.982,407.317.506.182,,448770064982.0,407317506182.0
(c),(c),(c),Thuế GTGT,42.049.188.187,70.790.452.402,,42049188187.0,70790452402.0
(c),(c),(c),Thuế thu nhập cá nhân,16.935.757.249,15.374.089.657,,16935757249.0,15374089657.0
(c),(c),(c),Khác,2.370.580.418,1.503.317.371,,2370580418.0,1503317371.0
,,,,510.125.590.836,494.985.365.612,,510125590836.0,494985365612.0
