row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
100,100,100,TÀI SẢN NGẮN HẠN,,49.091.115.036.230,37.368.859.096.582,,,49091115036230.0,37368859096582.0
110,110,110,Tiền và các khoản tương đương tiền,3,3.427.433.244.185,2.737.279.719.110,,3.0,3427433244185.0,2737279719110.0
111,111,111,Tiền,,1.227.433.244.185,1.016.578.119.163,,,1227433244185.0,1016578119163.0
112,112,112,Các khoản tương đương tiền,,2.200.000.000.000,1.720.701.599.947,,,2200000000000.0,1720701599947.0
120,120,120,Đầu tư tài chính ngắn hạn,,23.636.473.735.678,21.355.772.135.731,,,23636473735678.0,21355772135731.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),23.636.473.735.678,21.355.772.135.731,,,23636473735678.0,21355772135731.0
130,130,130,Các khoản phải thu ngắn hạn,,18.231.042.809.753,11.439.272.884.836,,,18231042809753.0,11439272884836.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,11.796.016.152.351,6.583.033.827.656,,5.0,11796016152351.0,6583033827656.0
132,132,132,Trả trước cho người bán ngắn hạn,6(a),401.634.376.095,410.592.797.855,,,401634376095.0,410592797855.0
136,136,136,Phải thu ngắn hạn khác,7(a),6.952.745.189.989,4.996.567.456.388,,,6952745189989.0,4996567456388.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(919.352.908.682),(550.921.197.063),,8.0,-919352908682.0,-550921197063.0
140,140,140,Hàng tồn kho,9,2.817.239.128.002,1.309.321.251.304,,9.0,2817239128002.0,1309321251304.0
141,141,141,Hàng tồn kho,,2.877.558.941.523,1.352.961.371.596,,,2877558941523.0,1352961371596.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(60.319.813.521),(43.640.120.292),,,-60319813521.0,-43640120292.0
150,150,150,Tài sản ngắn hạn khác,,978.926.118.612,527.213.105.601,,,978926118612.0,527213105601.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),45.587.783.028,42.751.795.747,,,45587783028.0,42751795747.0
152,152,152,"Thuế Giá trị gia tăng (""GTGT"") được khấu trừ",14(a),908.833.861.714,462.091.841.871,,,908833861714.0,462091841871.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,14(b),24.504.473.870,22.369.467.983,,,24504473870.0,22369467983.0
