row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,76.572.448.884.965,61.639.308.450.534,,,76572448884965.0,61639308450534.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,25,76.572.448.884.965,61.639.308.450.534,,25.0,76572448884965.0,61639308450534.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,26,63.697.934.764.167,51.320.208.155.619,,26.0,63697934764167.0,51320208155619.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,12.874.514.120.798,10.319.100.294.915,,,12874514120798.0,10319100294915.0
21,21,21,Doanh thu hoạt động tài chính,27,1.286.796.367.547,1.590.040.066.605,,27.0,1286796367547.0,1590040066605.0
22,22,22,Chi phí tài chính,28,560.597.526.794,106.061.911.936,,28.0,560597526794.0,106061911936.0
23,23,23,- Trong đó: Chi phí lãi vay,28,303.782.721.652,88.528.532.475,,28.0,303782721652.0,88528532475.0
25,25,25,Chi phí bán hàng,29,1.530.474.704.402,1.307.522.724.687,,29.0,1530474704402.0,1307522724687.0
26,26,26,Chi phí quản lý doanh nghiệp,30,1.297.028.831.836,468.292.488.609,,30.0,1297028831836.0,468292488609.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,10.773.209.425.313,10.027.263.236.288,,,10773209425313.0,10027263236288.0
31,31,31,Thu nhập khác,,34.764.940.816,15.624.380.836,,,34764940816.0,15624380836.0
32,32,32,Chi phí khác,,12.135.699.062,18.715.506.983,,,12135699062.0,18715506983.0
40,40,40,Lợi nhuận/(lỗ) khác (40 = 31 - 32),,22.629.241.754,(3.091.126.147),,,22629241754.0,-3091126147.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,10.795.838.667.067,10.024.172.110.141,,,10795838667067.0,10024172110141.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",31,2.202.611.713.777,1.955.161.241.875,,31.0,2202611713777.0,1955161241875.0
52,52,52,Thuế TNDN hoãn lại,31,-,-,,31.0,,
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,8.593.226.953.290,8.069.010.868.266,,,8593226953290.0,8069010868266.0
70,70,70,Lãi cơ bản trên cổ phiếu,23(a),4.416,4.140,,,4416.0,4140.0
71,71,71,Lãi suy giảm trên cổ phiếu,23(b),4.416,4.140,,,4416.0,4140.0
