row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
300,300,300,NỘ PHẢI TRÀ,,25.640.186.576.813,12.853.184.058.514,,,25640186576813.0,12853184058514.0
310,310,310,Nợ ngắn hạn,,15.997.523.928.145,9.191.876.118.983,,,15997523928145.0,9191876118983.0
311,311,311,Phải trả người bán ngắn hạn,13,6.442.011.903.590,2.647.797.851.659,,13.0,6442011903590.0,2647797851659.0
312,312,312,Người mua trả tiền trước ngắn hạn,,88.309.641.581,54.451.948.614,,,88309641581.0,54451948614.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14(c),510.125.590.836,494.985.365.612,,,510125590836.0,494985365612.0
314,314,314,Phải trả người lao động,,226.955.822.700,126.208.090.627,,,226955822700.0,126208090627.0
315,315,315,Chi phí phải trả ngắn hạn,15,3.838.542.869.241,3.739.317.501.596,,15.0,3838542869241.0,3739317501596.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,16,2.586.744.727.639,76.357.086.599,,16.0,2586744727639.0,76357086599.0
319,319,319,Phải trả ngắn hạn khác,17,1.263.967.454.286,613.409.929.213,,17.0,1263967454286.0,613409929213.0
320,320,320,Vay ngắn hạn,18(a),475.440.000.000,967.470.000.000,,,475440000000.0,967470000000.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,565.425.918.272,471.878.345.063,,19.0,565425918272.0,471878345063.0
330,330,330,Nợ dài hạn,,9.642.662.648.668,3.661.307.939.531,,,9642662648668.0,3661307939531.0
337,337,337,Phải trả dài hạn khác,,6.286.828.159,7.394.600.008,,,6286828159.0,7394600008.0
338,338,338,Vay dài hạn,18(b),7.505.900.592.677,1.961.867.248.970,,,7505900592677.0,1961867248970.0
342,342,342,Dự phòng phải trả dài hạn,20,2.126.788.506.654,1.682.351.148.621,,20.0,2126788506654.0,1682351148621.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,3.686.721.178,9.694.941.932,,,3686721178.0,9694941932.0
400,400,400,VỐN CHỦ SỞ HỮU,,51.365.894.985.731,48.786.390.330.703,,,51365894985731.0,48786390330703.0
410,410,410,Vốn chủ sở hữu,,51.365.894.985.731,48.786.390.330.703,,,51365894985731.0,48786390330703.0
411,411,411,Vốn góp của chủ sở hữu,"21, 22",19.139.500.000.000,19.139.500.000.000,,,19139500000000.0,19139500000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,19.139.500.000.000,19.139.500.000.000,,,19139500000000.0,19139500000000.0
412,412,412,Thặng dư vốn cổ phần,22,210.679.541.297,210.679.541.297,,22.0,210679541297.0,210679541297.0
418,418,418,Quỹ đầu tư phát triển,22,20.791.553.148.710,18.597.253.148.710,,22.0,20791553148710.0,18597253148710.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",22,11.224.162.295.724,10.838.957.640.696,,22.0,11224162295724.0,10838957640696.0
421a,421a,421a,- LNST chưa phân phối lũy kế của cácnăm trước,,2.764.914.754.626,2.905.346.322.001,,,2764914754626.0,2905346322001.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,8.459.247.541.098,7.933.611.318.695,,,8459247541098.0,7933611318695.0
440,440,440,TỔNG NGUỒN VỐN,,77.006.081.562.544,61.639.574.389.217,,,77006081562544.0,61639574389217.0
