row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2021VND,2020VND,,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,10.795.838.667.067,10.024.172.110.141,,,10795838667067.0,10024172110141.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Khấu hao tài sản cố định (""TSCĐ"")",,2.927.012.109.125,2.272.697.771.740,,,2927012109125.0,2272697771740.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,,994.525.593.375,904.293.613.802,,,994525593375.0,904293613802.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,Lãi chênh lệch tỷ giá hối doái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,,(110.368.870.506),(15.423.024.604),,,-110368870506.0,-15423024604.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,,(1.049.753.509.699),(1.476.936.781.158),,,-1049753509699.0,-1476936781158.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay,,303.782.721.652,88.528.532.475,,,303782721652.0,88528532475.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,,13.861.036.711.014,11.797.332.222.396,,,13861036711014.0,11797332222396.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Tăng các khoản phải thu,,(7.639.369.446.259),(1.502.223.427.248),,,-7639369446259.0,-1502223427248.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Tăng hàng tồn kho,,(1.524.597.569.927),(240.306.282.731),,,-1524597569927.0,-240306282731.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng các khoản phải trả,,7.776.011.113.827,115.076.296.650,,,7776011113827.0,115076296650.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Tăng chỉ phí trả trước,,(2.766.203.366.780),(194.748.778.888),,,-2766203366780.0,-194748778888.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,,(262.086.273.057),(81.062.864.993),,,-262086273057.0,-81062864993.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Tiền thuế TNDN đã nộp,,(2.172.312.806.323),(2.013.232.196.816),,,-2172312806323.0,-2013232196816.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(201.683.716.661),(1.319.003.775.984),,,-201683716661.0,-1319003775984.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,7.070.794.645.834,6.561.831.192.386,,,7070794645834.0,6561831192386.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chỉ để mua sắm, xây dựng TSCĐvà các tài sản dài hạn khác",,(4.441.530.424.555),(5.247.416.628.438),,,-4441530424555.0,-5247416628438.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,Tiền gửi tiền ngân hàng có kỳ hạn,,(38.732.020.535.678),(28.355.772.135.731),,,-38732020535678.0,-28355772135731.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,Tiền thu từ tiền gửi ngân hàng có kỳ hạn,,36.451.318.935.731,31.780.000.000.000,,,36451318935731.0,31780000000000.0
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,Tiền thu lãi tiền gửi và cổ tức được chia,,956.769.000.913,1.665.033.117.689,,,956769000913.0,1665033117689.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(5.765.463.023.589),(158.155.646.480),,,-5765463023589.0,-158155646480.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,Tiền thu từ vay dài hạn,,6.096.882.791.065,1.478.132.248.970,,,6096882791065.0,1478132248970.0
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Tiền chỉ trả nợ gốc vay,,(967.796.500.000),(974.652.000.000),,,-967796500000.0,-974652000000.0
36,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,Tiền chỉ trả cổ tức cho chủ sở hữu,,(5.741.850.000.000),(6.698.825.000.000),,,-5741850000000.0,-6698825000000.0
