row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Khác VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Tại ngày 1 tháng 1 năm 2021,Nguyên giá > Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,306.470.605.955,198.681.995.688,-,505.152.601.643,306470605955.0,198681995688.0,,505152601643.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,28.256.240.448,-,28.256.240.448,,28256240448.0,,28256240448.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,(11.986.576.407),-,(11.986.576.407),,-11986576407.0,,-11986576407.0
Khác,Nguyên giá > Khác,Khác,(20.312.433.955),(940.000.000),2.272.066.077,(18.980.367.878),-20312433955.0,-940000000.0,2272066077.0,-18980367878.0
Tại ngày 31 tháng 12 năm 2021,Nguyên giá > Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,286.158.172.000,214.011.659.729,2.272.066.077,502.441.897.806,286158172000.0,214011659729.0,2272066077.0,502441897806.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,
Tại ngày 1 tháng 1 năm 2021,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,4.038.200.329,127.632.364.908,-,131.670.565.237,4038200329.0,127632364908.0,,131670565237.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,332.944.764,39.098.432.895,457.568.865,39.888.946.524,332944764.0,39098432895.0,457568865.0,39888946524.0
Thanh lý,Khấu hao lũy kế > Thanh lý,Thanh lý,-,(11.986.576.407),-,(11.986.576.407),,-11986576407.0,,-11986576407.0
Khác,Khấu hao lũy kế > Khác,Khác,-,(101.200.717),441.790.626,340.589.909,,-101200717.0,441790626.0,340589909.0
Tại ngày 31 tháng 12 năm 2021,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,4.371.145.093,154.643.020.679,899.359.491,159.913.525.263,4371145093.0,154643020679.0,899359491.0,159913525263.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày 1 tháng 1 năm 2021,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,302.432.405.626,71.049.630.780,-,373.482.036.406,302432405626.0,71049630780.0,,373482036406.0
Tại ngày 31 tháng 12 năm 2021,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,281.787.026.907,59.368.639.050,1.372.706.586,342.528.372.543,281787026907.0,59368639050.0,1372706586.0,342528372543.0
